speaker,utterance,emotion,annotation,temp
Phoebe,"She is gonna hate me.",fear,0023000,"Training_Set"
Joey,"Feminist issue. That's where I went!",neutral,4000010,"Training_Set"
Chandler,"Oh, yeah, you have to tell her.",neutral,5000000,"Training_Set"
Ross,"Guys?","non-neutral",1002020,"Training_Set"
Ross,"Guys?","non-neutral",1002110,"Training_Set"
Ross,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!","non-neutral",0200102,"Training_Set"
Ross,"You have to tell her!",joy,0300200,"Training_Set"
Ross,"You have to tell her!",joy,0301100,"Training_Set"
Chandler,"So what are you gonna do?",surprise,2000030,"Training_Set"
Ross,"Thanks Rach.",neutral,4100000,"Training_Set"
Ross,"The actress!",surprise,0200030,"Training_Set"
Monica,"Oh!",surprise,0000050,"Training_Set"
Phoebe,"Uma Thurman.",neutral,4100000,"Training_Set"
Rachel,"""Ooo,"" what?",surprise,1100030,"Training_Set"
Phoebe,"Oh, boy scouts could have camped under there.",neutral,3000002,"Training_Set"
Monica,"Was it...?",surprise,2000030,"Training_Set"
Phoebe,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",neutral,3000002,"Training_Set"
Phoebe,"So umm, now do you have any of Matt Lauer's clothes here? Maybe? Just ones that haven't been cleaned yet?",neutral,3101000,"Training_Set"
Joey,"Okay, fine, I will bring you a tape, huh?",neutral,4001000,"Training_Set"
Joey,"Oh well, it's not on TV yet.",neutral,5000000,"Training_Set"
Ross,"What?",neutral,3000020,"Training_Set"
Ross,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",fear,2003000,"Training_Set"
Ross,"I can, I can see that.",neutral,3011000,"Training_Set"
Ross,"Okay.",neutral,4010000,"Training_Set"
Ross,"That's funny. Umm....  It's not funny.",fear,0013100,"Training_Set"
Ross,"Eh-wh-Excuse me?",surprise,1001030,"Training_Set"
Ross,"Of course, of course, Mr. Stevens.",neutral,3001010,"Training_Set"
Ross,"It-it's great to meet you Paul.",joy,1301000,"Training_Set"
Ross,"Oh, that's not what you want...",neutral,4010000,"Training_Set"
Chandler,"Man, that's some","non-neutral",2021000,"Training_Set"
Monica,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone","non-neutral",0011201,"Training_Set"
Monica,"They've only been going out for a few weeks and Phoebe is completely hung up on Mike!",anger,0000320,"Training_Set"
Chandler,I,neutral,4010000,"Training_Set"
Monica,"Now couldn't you just have made some sort of inappropriate joke?","non-neutral",0000212,"Training_Set"
Monica,"You are not supposed to give people advice!",anger,1000400,"Training_Set"
Monica,"Chandler, we have talked about this.",anger,1010300,"Training_Set"
Chandler,"Be-cause, we were talking about ways that he could beat Mike and I told him that Phoebe wanted to get married.","non-neutral",2201000,"Training_Set"
Monica,"What?  Why?",surprise,0000050,"Training_Set"
Chandler,"David is going to propose to Phoebe.",joy,1400000,"Training_Set"
Monica,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",neutral,3100001,"Training_Set"
Chandler,"I do! Want a hint? huh? ""I do""  ""I do"".","non-neutral",2200010,"Training_Set"
Monica,"Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.",surprise,0100040,"Training_Set"
Ross,"It's worth the pain.  Y'know what, you know what? It's not.","non-neutral",0210110,"Training_Set"
Ross,"No, no, I'm serious. Thank you.",joy,1400000,"Training_Set"
Ross,"And it's all because of you, wonderful, amazing you.",joy,0500000,"Training_Set"
Ross,"I-I hurt three huge men, I gave a guy a bloody nose-I mean I-I'm not proud of it but, I really am.","non-neutral",0220100,"Training_Set"
Ross,"Are you kidding?","non-neutral",0010121,"Training_Set"
Ross,"Please!","non-neutral",0010211,"Training_Set"
Chandler,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",joy,0300200,"Training_Set"
Monica,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.","non-neutral",2012000,"Training_Set"
Ross,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",neutral,3101000,"Training_Set"
Ross,"Yeah, it is.",neutral,3010010,"Training_Set"
Joey,"Man, this is gonna be kinda weird.","non-neutral",1011011,"Training_Set"
Ross,"Yeah!",joy,0500000,"Training_Set"
Joey,"Oh this is great! I might actually get to play Ben's dad!",joy,0500000,"Training_Set"
Ross,"Yes!! I knew it!!  Bye-bye! So long! Later!",joy,0500000,"Training_Set"
Joey,"Who knows?",neutral,3001010,"Training_Set"
Joey,"Well, unfortunately, I don't get many callbacks so",neutral,3020000,"Training_Set"
Ross,"Oh God, this is so nerve wracking! How-how do you do this?","non-neutral",0002120,"Training_Set"
Joey,"No, I'm good.",neutral,3001001,"Training_Set"
Joey,"Really?",surprise,0100040,"Training_Set"
Joey,"Go get 'em Treeger.",neutral,4100000,"Training_Set"
Joey,"Okay.",neutral,4010000,"Training_Set"
Joey,"Unless you wanna practice the Foxtrot again? Or-or the Tango?",neutral,4010000,"Training_Set"
Joey,"Oh well, okay, good luck.","non-neutral",1120100,"Training_Set"
Joey,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",joy,0500000,"Training_Set"
Ross,"What should I wear, now I'm all nervous.",fear,0005000,"Training_Set"
Rachel,"Okay. Honey, I would love for you to go with me.  What?",joy,0300020,"Training_Set"
Ross,"I mean for, for all you know I could be a fashion..... monger.",neutral,3100010,"Training_Set"
Ross,"Yeah, hey I-I have clothes, I even pick them out.",neutral,3100010,"Training_Set"
Rachel,"Really!?",surprise,1000040,"Training_Set"
Ross,"Pa-haa!! I would love to go with you.",joy,0500000,"Training_Set"
Rachel,"You guys would never want to go to a lecture with me.",neutral,3020000,"Training_Set"
Rachel,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",neutral,4100000,"Training_Set"
Rachel,"I don't know, you thought 'See you Saturday' was funny.",neutral,3100010,"Training_Set"
Chandler,"You see you can't tell which one is which either, dwha!!",surprise,0000041,"Training_Set"
Monica,"No, no, no, that's Dina.",neutral,5000000,"Training_Set"
Rachel,"Dark, big hair, with the airplane earrings.",neutral,5000000,"Training_Set"
Ross,"Which one is Gina?",neutral,5000000,"Training_Set"
Monica,"I mean, was it Gina?",neutral,3000020,"Training_Set"
Rachel,"I mean that's unbelievable.","non-neutral",2000021,"Training_Set"
Phoebe,"How can you not know which one?",surprise,1000130,"Training_Set"
Chandler,"Okay! You don't think I thought of that?","non-neutral",1002020,"Training_Set"
Monica,"Are you insane? I mean Joey, is going to kill you, he's actually going to kill you dead.",surprise,0001130,"Training_Set"
Joey,"Water breaking, what do you mean? What's that, water breaking?",surprise,1000031,"Training_Set"
Joey,"Ew! What is that? Something exploded!",disgust,0000023,"Training_Set"
Phoebe,"Thanks.",joy,2300000,"Training_Set"
Monica,"Well, if you want, you can stay with Rachel and me tonight.",neutral,5000000,"Training_Set"
Phoebe,"You have no idea how loud they are!",disgust,1000013,"Training_Set"
Phoebe,"So they're constantly, like, having to reassure each other that they're having a good time.",neutral,3000002,"Training_Set"
Phoebe,"Oh, and deaf.",neutral,3010001,"Training_Set"
Phoebe,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",disgust,1010003,"Training_Set"
Ross,"Why?",neutral,3000020,"Training_Set"
Phoebe,"I got no sleep last night!",anger,1000400,"Training_Set"
Monica,"What's going on with you?",surprise,1000040,"Training_Set"
Ross,"It's okay, y'know, you just nodded off again.",neutral,5000000,"Training_Set"
Phoebe,"Oh! What what what! ...Hi.",surprise,1000040,"Training_Set"
Monica,"Would you look at her? She is so peaceful.","non-neutral",1200020,"Training_Set"
Ross,"I cannot sleep in a public place.",neutral,3001001,"Training_Set"
Monica,"How does she do that?",surprise,1000040,"Training_Set"
Joey,"Okay.",neutral,5000000,"Training_Set"
Rachel,"Oh my God! Listen to you talkin' about having kids. Oh my Joey.  Oh, please don't get married before I do.",surprise,0101030,"Training_Set"
Joey,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that's a","non-neutral",1200020,"Training_Set"
Joey,"We have so much in common!",joy,0400010,"Training_Set"
Joey,"And!","non-neutral",2200010,"Training_Set"
Joey,"Yeah, that really calms me down.",neutral,4100000,"Training_Set"
Phoebe,"Didn't you sleep together?",neutral,3000011,"Training_Set"
Joey,"That was so awkward, we were really nervous.",neutral,3010001,"Training_Set"
Joey,"Y'know?",neutral,4001000,"Training_Set"
Joey,"This is so much better than the first time we went out.",joy,0400010,"Training_Set"
Joey,"You guys were totally right!",joy,0400010,"Training_Set"
Joey,"No!","non-neutral",2200010,"Training_Set"
Joey,"No!","non-neutral",2200010,"Training_Set"
Joey,"No!","non-neutral",2200010,"Training_Set"
Phoebe,"Yay!! Oh so, you're not, you're not mad at us anymore?",joy,1300010,"Training_Set"
Joey,"Oh, unbelievable! We had the best time!",joy,0500000,"Training_Set"
Rachel,"How did it go with Erin?",neutral,4001000,"Training_Set"
Phoebe,"Hey!",neutral,3200000,"Training_Set"
Joey,"Hey.",neutral,5000000,"Training_Set"
Ross,"I know!  Don't switch hands, okay?",fear,1003010,"Training_Set"
Joey,"Man, I didn't think we were gonna make it!",surprise,1100030,"Training_Set"
Joey,"I have to pee. And Rachel's in the bathroom!","non-neutral",1022000,"Training_Set"
Ross,"What?",neutral,3000020,"Training_Set"
Joey,"Uh-oh.",fear,1003010,"Training_Set"
Joey,"Okay!",joy,1400000,"Training_Set"
Ross,"Uhh,",neutral,5000000,"Training_Set"
Joey,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",joy,0500000,"Training_Set"
Ross,"Yeah?",neutral,5000000,"Training_Set"
Joey,"Uhh, the ball thing.",neutral,5000000,"Training_Set"
Ross,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",neutral,5000000,"Training_Set"
Ross,"Hi!",joy,2300000,"Training_Set"
Ross,"I'll get it! I will get that!",joy,2300000,"Training_Set"
Rachel,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",fear,0013001,"Training_Set"
Monica,"It's a diaper commercial.",neutral,3000020,"Training_Set"
Rachel,"Oh boy, I just can't watch. It's too scary!",fear,0005000,"Training_Set"
Monica,"Rach? What are you doing?",neutral,3000020,"Training_Set"
Chandler,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",neutral,4000001,"Training_Set"
Joey,"Oh umm, my big scene is coming up. Big scene coming up.",joy,1400000,"Training_Set"
Joey,"Okay, see that blind guy right there? I'm gonna bash his head in later.",anger,2000300,"Training_Set"
Ross,"Yeah, either that, or he has a really big cat.",neutral,4000001,"Training_Set"
Phoebe,"Oh, yeah, Bob said there might be flood damage.",neutral,3010010,"Training_Set"
Monica,"What's with all this sand?",surprise,2000030,"Training_Set"
Phoebe,"Oy!!","non-neutral",0200012,"Training_Set"
Rachel,"Oh yeah, now everybody wants to be under this hat!",joy,1300001,"Training_Set"
Ross,"Go, go, go!",joy,0500000,"Training_Set"
Ross,"GO, GO, GO!",joy,0301010,"Training_Set"
Ross,".",neutral,4000100,"Training_Set"
Ross,"And most importantly I... you-you will have to catch us first.",joy,1301000,"Training_Set"
Ross,"We're academics.","non-neutral",2010101,"Training_Set"
Ross,"I mean, we're scientists, right?","non-neutral",2010101,"Training_Set"
Ross,"Aren't we a little old for this?",anger,0000401,"Training_Set"
Ross,"Please!",anger,0000410,"Training_Set"
Ross,"Ok, gentlemen!",anger,1100300,"Training_Set"
Ross,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",neutral,3000200,"Training_Set"
Ross,"Hey, you ok?",neutral,3020000,"Training_Set"
Ross,"I knew that was him!","non-neutral",0000212,"Training_Set"
Ross,"Oh my God, wh-what happened?",surprise,0000050,"Training_Set"
Ross,"Yes, please!  So, what's going on?",neutral,3200000,"Training_Set"
Ross,"Get Out!",anger,0000410,"Training_Set"
Ross,"Really.",neutral,4100000,"Training_Set"
Ross,"But that's not enough. So... So...here's a key to my apartment.",neutral,5000000,"Training_Set"
Ross,"Well, well to sum up, we're having fun, you look young.",neutral,3200000,"Training_Set"
Ross,"So much more.",neutral,5000000,"Training_Set"
Ross,"Uh that's an eighteenth century Indian artifact from Calcutta.",neutral,4100000,"Training_Set"
Joey,"Why did I have to start working out again?  Damn you 15s!",anger,0000401,"Training_Set"
Chandler,"That's a hernia.","non-neutral",2000021,"Training_Set"
Joey,"No way! 'Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!",fear,0003101,"Training_Set"
Chandler,"This sounds like a hernia. You have to-you-you go to the doctor!",surprise,1001030,"Training_Set"
Joey,"But um, I don't think it's anything serious.",neutral,4001000,"Training_Set"
Joey,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",fear,1013000,"Training_Set"
Joey,"Nothing!",neutral,3000020,"Training_Set"
Chandler,"What's wrong with you?","non-neutral",1001012,"Training_Set"
Joey,"What?!",surprise,1000031,"Training_Set"
Chandler,"That's great, but shouldn't you be on the toilet right now?","non-neutral",2001011,"Training_Set"
Joey,"Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.",joy,1400000,"Training_Set"
Chandler,"Hey!","non-neutral",2100020,"Training_Set"
Phoebe,"Oh, do you need a hug? You don't have to bring me anything!",joy,2300000,"Training_Set"
Joey,"London baby!!",joy,0500000,"Training_Set"
Joey,"Bye, Pheebs!",joy,1400000,"Training_Set"
Ross,"All right, let's go! Bye, Pheebs!",joy,1400000,"Training_Set"
Phoebe,"Thank you.",neutral,3200000,"Training_Set"
Phoebe,"Thank you.",neutral,3200000,"Training_Set"
Chandler,"Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.",joy,1300010,"Training_Set"
Ross,"Fine. You'll-you'll watch it on video when we get back.",neutral,3000101,"Training_Set"
Monica,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!","non-neutral",0002120,"Training_Set"
Ross,"This is my wedding.",neutral,3200000,"Training_Set"
Monica,"No.",neutral,5000000,"Training_Set"
Phoebe,"Okay, does this look like a garbage can to you?",anger,0000311,"Training_Set"
Phoebe,"Look!",anger,1000301,"Training_Set"
Phoebe,"You wouldn't believe what people put in here!","non-neutral",0000212,"Training_Set"
Phoebe,"Nobody respects the bucket!",anger,0000302,"Training_Set"
Phoebe,"Nobody!",anger,0000401,"Training_Set"
Chandler,"Ok, pure evil , horny and alone . I've done this","non-neutral",2020001,"Training_Set"
Ross,"Oh my god. You are pure evil.",disgust,0000113,"Training_Set"
Chandler,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",neutral,3101000,"Training_Set"
Ross,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",neutral,5000000,"Training_Set"
Chandler,"Ok.  Ok. Having a phone has finally paid off.",joy,2300000,"Training_Set"
Chandler,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",neutral,3200000,"Training_Set"
Chandler,"I'm back.",neutral,5000000,"Training_Set"
Ross,"I know.",neutral,5000000,"Training_Set"
Chandler,"Can you hold on a moment? I have another call.  I love her.",joy,2300000,"Training_Set"
Chandler,"What've you been up to?",neutral,5000000,"Training_Set"
Chandler,"Thank you. Thank you. Thank you!  And",joy,1400000,"Training_Set"
Chandler,"Great! Okay, here.",joy,2300000,"Training_Set"
Chandler,"Okay, that's enough honey!",neutral,3100100,"Training_Set"
Phoebe,"See, if I'm not buried with that ring then my spirit is going to wander the nether world for all eternity",neutral,3001100,"Training_Set"
Phoebe,"Yes, and it is my dying wish to have that ring.",neutral,5000000,"Training_Set"
Ross,"What?! What is with everybody? It's Thanksgiving, not...Truth-Day!","non-neutral",2000111,"Training_Set"
Joey,"Okay, look, I think we have to tell Rachel she messed up her dessert.",neutral,4001000,"Training_Set"
Chandler,"Or, call an ambulance.","non-neutral",1000121,"Training_Set"
Chandler,"Be mad at him!",anger,1000400,"Training_Set"
Chandler,"He fell asleep too!","non-neutral",1100120,"Training_Set"
Chandler,"This guy fell asleep!","non-neutral",2000021,"Training_Set"
Chandler,"Look!",surprise,1000130,"Training_Set"
Chandler,"I'm so sorry!",sadness,0050000,"Training_Set"
Chandler,"I'm sorry.",sadness,0050000,"Training_Set"
Chandler,"Don't go!",sadness,0050000,"Training_Set"
Joey,"I'll see you later.",neutral,3020000,"Training_Set"
Joey,"That's for coming buddy.",neutral,4010000,"Training_Set"
Joey,"They didn't take any of my suggestions!","non-neutral",0010202,"Training_Set"
Joey,"There was no kangaroo!",anger,0000311,"Training_Set"
Joey,"You fell asleep!!",anger,0010301,"Training_Set"
Chandler,"I was surprised to see a kangaroo in a World War I epic.","non-neutral",2000021,"Training_Set"
Joey,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,3100010,"Training_Set"
Chandler,"I love the specifics, the specifics were the best part!","non-neutral",2200001,"Training_Set"
Joey,"Oh no-no-no, give me some specifics.","non-neutral",2100101,"Training_Set"
Chandler,"The whole thing! Can we go?",neutral,3100010,"Training_Set"
Joey,"Which part exactly?",neutral,3100010,"Training_Set"
Chandler,"Oh-ho-ho, yeah!",joy,0500000,"Training_Set"
Joey,"You liked it? You really liked it?",surprise,0100040,"Training_Set"
Chandler,"Good job Joe! Well done! Top notch!",joy,0500000,"Training_Set"
Phoebe,"Ameri-can. Y'know it's a",neutral,5000000,"Training_Set"
Phoebe,"Ameri-can.",neutral,5000000,"Training_Set"
Rachel,"Yeah.",neutral,4010000,"Training_Set"
Ross,"Yeah.",neutral,4010000,"Training_Set"
Rachel,"I know.",neutral,4010000,"Training_Set"
Ross,"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...","non-neutral",1022000,"Training_Set"
Rachel,"Me too!",joy,0400010,"Training_Set"
Ross,"I'm so proud of you.",joy,0500000,"Training_Set"
Rachel,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",joy,2300000,"Training_Set"
Ross,"How'd did it go?",neutral,5000000,"Training_Set"
Rachel,"Hi.",neutral,5000000,"Training_Set"
Ross,"Hi.",neutral,5000000,"Training_Set"
Rachel,"Oh.",neutral,4000010,"Training_Set"
Ross,"Ah y'know, this building is on my paper route so I...",neutral,4001000,"Training_Set"
Rachel,"What are you doing here?",surprise,1000040,"Training_Set"
Ross,"Hi!","non-neutral",2200010,"Training_Set"
Rachel,"Hey!","non-neutral",1200020,"Training_Set"
Joey,"Done.",neutral,4010000,"Training_Set"
Phoebe,"Oh, totally. Oh, God, oh, she seemed so happy too.",sadness,2030000,"Training_Set"
Chandler,"You really think that is what he meant?","non-neutral",2000021,"Training_Set"
Phoebe,"He thinks Monica is empty, she is the empty vase!",surprise,1000040,"Training_Set"
Phoebe,"Now that I've touched you, you seem emptier still.'",neutral,3010001,"Training_Set"
Phoebe,"Look,  'My vessel so empty with nothing inside.",neutral,3010001,"Training_Set"
Phoebe,"He was with her when he wrote this poem.",neutral,3010010,"Training_Set"
Phoebe,"What?!",surprise,0002030,"Training_Set"
Chandler,"What, what, what?!",surprise,0001040,"Training_Set"
Phoebe,"Oh my God, oh my God! Poor Monica!",surprise,0010031,"Training_Set"
Chandler,"Um-mm, yeah right!","non-neutral",2100002,"Training_Set"
Monica,"Is it the Italian guy?",neutral,5000000,"Training_Set"
Chandler,"You betcha!",joy,1400000,"Training_Set"
Monica,"Hey, did you pick a roommate?",neutral,5000000,"Training_Set"
Chandler,"Can I get a beer.",neutral,5000000,"Training_Set"
Monica,"Got me.",sadness,2030000,"Training_Set"
Chandler,"Just coffee! Where are we gonna hang out now?","non-neutral",0120020,"Training_Set"
Monica,"Yeah, apparently they're turning it into some kinda coffee place.",neutral,3010001,"Training_Set"
Chandler,"No way!",surprise,0010040,"Training_Set"
Monica,"Chris says they're closing down the bar.",sadness,2030000,"Training_Set"
Chandler,"Do I ever.",joy,2300000,"Training_Set"
Monica,"Hey-hey-hey. You wanna hear something that sucks.",neutral,4000001,"Training_Set"
Chandler,"Hey, Mon.",neutral,5000000,"Training_Set"
Rachel,"Yeah, sure!",neutral,3200000,"Training_Set"
Joey,"I'll see you later!","non-neutral",2210000,"Training_Set"
Joey,"I'm gonna see if I can get a room for the night and I'll...","non-neutral",2210000,"Training_Set"
Joey,"All right, well...",neutral,3200000,"Training_Set"
Joey,"Ok!",neutral,4100000,"Training_Set"
Rachel,"No, I-I-I-I don't, I actually don't know","non-neutral",2012000,"Training_Set"
Joey,"No-no-no-no, no! Who, who were you talking about?",surprise,1001030,"Training_Set"
Rachel,"You know? Forget it!","non-neutral",1010102,"Training_Set"
Joey,"But then who? The waitress I went out with last month?",surprise,1000040,"Training_Set"
Chandler,"Really?!",surprise,0100040,"Training_Set"
Chandler,"No don't I beg of you!",fear,0004010,"Training_Set"
Chandler,"Good to know.",neutral,4100000,"Training_Set"
Chandler,"I see.",neutral,3100010,"Training_Set"
Chandler,"My duties?  All right.",surprise,2000030,"Training_Set"
Chandler,"That I did. That I did.",neutral,5000000,"Training_Set"
Chandler,"also I was the point person on my company's transition from the KL-5 to GR-6 system.",neutral,4100000,"Training_Set"
Ross,"I mean... uh, did you know you were  mouthing the words along with me?",neutral,4000010,"Training_Set"
Ross,"Oh, I can't tell you how great it was to look at the crowd and see your face!",joy,0500000,"Training_Set"
Rachel,"All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life?",neutral,4000001,"Training_Set"
Joey,"Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica.",neutral,4000010,"Training_Set"
Ross,"Oh.. oh... oh.",neutral,3002000,"Training_Set"
Ross,"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...","non-neutral",1201010,"Training_Set"
Joey,"Bwah-hah-hah!",joy,1300010,"Training_Set"
Ross,"Kinda... spooky without any lights.",fear,1003010,"Training_Set"
Phoebe,"Thanks.",neutral,3200000,"Training_Set"
Ross,"Thank you.",neutral,3200000,"Training_Set"
Phoebe,"10, 9, 8, 7... ... negative 46, negative 47, negative 48....",neutral,5000000,"Training_Set"
Phoebe,"The last candle's about to burn out.",neutral,4000010,"Training_Set"
Phoebe,"Oh, look look look.",surprise,1000040,"Training_Set"
Phoebe,".",neutral,5000000,"Training_Set"
Phoebe,"Okay, all right, good.",neutral,4100000,"Training_Set"
Phoebe,"Okay, can I just get my purse?",neutral,3001100,"Training_Set"
Phoebe,"Okay, I've decided I'm gonna let this happen!","non-neutral",1200200,"Training_Set"
Phoebe,"Okay, no, the important thing is that you see what I'm saying, y'know, just y'know, this is clearly wrong.","non-neutral",1020101,"Training_Set"
Phoebe,"Bye-bye.",neutral,3020000,"Training_Set"
Phoebe,"All right, it's a good bye kiss, that's good.","non-neutral",1220000,"Training_Set"
Phoebe,"That's right, exactly.",neutral,3020000,"Training_Set"
Phoebe,"None the less.",neutral,3020000,"Training_Set"
Phoebe,"Yeah, but not just that.",neutral,3020000,"Training_Set"
Phoebe,"There's someone here who can explain this better than I can.",neutral,4010000,"Training_Set"
Phoebe,"Look, okay, I know that you think I did like this totally evil thing, but I so didn't.",neutral,3011000,"Training_Set"
Phoebe,"Hey, Frank.",neutral,4001000,"Training_Set"
Rachel,"Yeah.",neutral,5000000,"Training_Set"
Ross,"If only he were a woman.",neutral,4010000,"Training_Set"
Rachel,"God, he's good.",joy,1300010,"Training_Set"
Chandler,"Well, okay, thanks!",joy,1400000,"Training_Set"
Chandler,"Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before.",neutral,3000020,"Training_Set"
Chandler,"Well, yeah, now.",neutral,5000000,"Training_Set"
Chandler,"Well, yeah, I have one now and then.",neutral,5000000,"Training_Set"
Chandler,"Oh, she told you about that, huh.",surprise,1010030,"Training_Set"
Chandler,"Hey, buddy, what's up!",joy,0500000,"Training_Set"
Chandler,"He does?",surprise,0000050,"Training_Set"
Chandler,"Really?",surprise,0000050,"Training_Set"
Rachel,"Chandler? It's Alan, he wants to speak to you.",neutral,4000010,"Training_Set"
Chandler,"The bottom line is, smoking is cool, and you know it.",neutral,3100001,"Training_Set"
Chandler,"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease.",anger,0000302,"Training_Set"
Ross,"Don't you realise what you're-you're doing to yourself?",disgust,0010004,"Training_Set"
Joey,"Do you have any respect for your body?",disgust,2000003,"Training_Set"
Chandler,"Chandler.",neutral,4000010,"Training_Set"
Ross,"Ross.",neutral,4000010,"Training_Set"
Monica,"Uh, wait, backstage?",surprise,1001030,"Training_Set"
Monica,"You can't be a lawyer. You're eight.",surprise,2000030,"Training_Set"
Monica,"Oh my god, little Stevie Fisher? How've you been?",surprise,0100040,"Training_Set"
Monica,"Do I know you?",surprise,1000040,"Training_Set"
Ross,"No, no, they will. I just... uh...",neutral,3000101,"Training_Set"
Ross,"Yeah.",neutral,4100000,"Training_Set"
Ross,"No problem. I cannot wait for you to meet my friends.",joy,0500000,"Training_Set"
Ross,"Oh, hey, hey, I got that.",neutral,5000000,"Training_Set"
Rachel,"Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",neutral,4001000,"Training_Set"
Phoebe,"No I'm serious. I mean I'm intuitive, but my memory sucks.",neutral,3100010,"Training_Set"
Phoebe,"Absolutely, oh I promise. Tell her what?",neutral,5000000,"Training_Set"
Phoebe,"Yeah, no, I'm fairly intuitive and psychic. It's a substantial gift.",neutral,5000000,"Training_Set"
Phoebe,"So you told her there was somebody else so she would agree to work with you, so 'cause you figure oh if you spent a lot of time together, maybe something might happen, and...",neutral,4010000,"Training_Set"
Phoebe,"'Cause you're still into Monica.",neutral,5000000,"Training_Set"
Phoebe,"I'm just saying, this woman, I mean she's fictitious. No?",surprise,2000030,"Training_Set"
Phoebe,"Wow! That's exciting, you went to Japan, made up a woman.",surprise,1100030,"Training_Set"
Monica,"I'm quitting!! Woo-hoo!  I'm okay!! I'm all right!!",joy,0410000,"Training_Set"
Phoebe,"Okay, I understand why",neutral,4000010,"Training_Set"
Phoebe,"Oh.",neutral,5000000,"Training_Set"
Rachel,"Oh.",neutral,5000000,"Training_Set"
Ross,"Come on, come on, we're-we're-we're lighting the candles!",joy,0300020,"Training_Set"
Rachel,"Wow! It looks like the Easter Bunny's funeral in here.",surprise,0100031,"Training_Set"
Phoebe,"Oh.",neutral,4000010,"Training_Set"
Rachel,"Hey!",joy,1400000,"Training_Set"
Ross,"The Armadillo was actually not so",neutral,3100001,"Training_Set"
Chandler,"My favorite part was when",neutral,3200000,"Training_Set"
Ross,"Yeah?",surprise,2000030,"Training_Set"
Ross,"That's right, and that's why we celebrate Hanukkah today. The end.",joy,2300000,"Training_Set"
Ross,"and the miracle was that that little bit of oil that should've just lasted just one day, burned for",neutral,3100001,"Training_Set"
Monica,"Wow. My brother never even told me when he lost his virginity.",surprise,0000050,"Training_Set"
Monica,"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",joy,0500000,"Training_Set"
Monica,"I've gotta tell you, Bob is terrific.",joy,0500000,"Training_Set"
Monica,"Oh, George, baby, drop the towel!",joy,1400000,"Training_Set"
Rachel,"He is so cute!",joy,0400010,"Training_Set"
Phoebe,"Right- where we've been looking all night!",joy,1300010,"Training_Set"
Monica,"Where?",neutral,3200000,"Training_Set"
Phoebe,"There he is! There he is!",surprise,0200030,"Training_Set"
Chandler,"And there's daddy!",joy,1400000,"Training_Set"
Ross,"Yeah?",neutral,4100000,"Training_Set"
Phoebe,I,neutral,4000010,"Training_Set"
Ross,"You like it?",joy,2300000,"Training_Set"
Phoebe,"Oh my God Ross!!",surprise,1000040,"Training_Set"
Ross,"I mean, everyone should have a-a",neutral,5000000,"Training_Set"
Ross,"Yeah, ever since you uh, told me that story about that bike I-I couldn't stop thinking about it.",neutral,4010000,"Training_Set"
