id,"i_dialog","i_utterance",speaker,utterance
1162,116,11,Joey,"Hey! I do too think about the consequences of my decisions!  What gives you the right to?  Go to hell!  Stupid guy on my phone."
1161,116,10,"Dr. Green","You have to think about the consequences of your decision."
1160,116,9,"Dr. Green","constantly thinking about things!"
1159,116,8,"Dr. Green","There are more important things in a marriage other than love!"
1158,116,7,"Dr. Green","What the hell does love have to do with it anyway?!"
1157,116,6,"Dr. Green","That?s unacceptable Rachel!"
1156,116,5,"Dr. Green","there?s gonna be a wedding!"
1155,116,4,Rachel,"Yes!  Bye daddy."
1154,116,3,Phoebe,"Wanna go see a movie?"
1153,116,2,Rachel,"About an hour ago."
1152,116,1,Phoebe,"Wow, you told your dad the truth."
1151,116,0,"Dr. Green","just because you?re not in love with the guy you can?t"
1150,115,13,"Mr. Geller","You stole my moves."
1149,115,12,Chandler,"Why?"
1148,115,11,Joey,"Well, that-that-that?s it? You?re gonna, you?re gonna put it on your shelf or anything?"
1147,115,10,"Jessica Ashley","Oh my God! I won! Do you have any idea what this means?!"
1146,115,9,Joey,"Uh listen, here?s your Soapie. I accepted it for ya."
1145,115,8,Rachel,"?Sup?"
1144,115,7,"Jessica Ashley","Hi."
1143,115,6,Joey,"Ah, this is my friend Rachel."
1142,115,5,Rachel,"Hey Jess."
1141,115,4,Joey,"Hey Jessica."
1140,115,3,"Jessica Ashley","Come in."
1139,115,2,Rachel,"Okay, I?m totally cool!"
1138,115,1,Joey,"Okay wait-wait p-please be cool! Okay? I work with this woman."
1137,115,0,Rachel,"I cannot believe I?m gonna meet Jessica Ashley!"
1136,114,12,Phoebe,"Who?s singing?"
1135,114,11,Gunther,"What does Rachel see in this guy? I love Rachel. I wish she was my wife."
1134,114,10,Chandler,"If I was a superhero who could fly"
1133,114,9,Monica,"Oh good, another dinosaur story. When are those gonna become extinct?"
1132,114,8,Rachel,"I love how he cares so much about stuff. If I squint I can pretend he?s Alan Alda."
1131,114,7,Ross,"So I told Carl, ?Nobody, no matter how famous their parents are, nobody is allowed to climb on the dinosaur.? But of course this went in one ear and out....."
1130,114,6,Janice,"Oh, I wish. Look, honey, you have that report to finish, and I gotta go see my lawyer."
1129,114,5,Chandler,"Hey, you know what, here's a thought. Why don't you stay home from work today and just hang out with me."
1128,114,4,Joey,"Good morning."
1127,114,3,Janice,"Monica and Rachel had syrup, now I can get my man to cheer up.  Good morning Joey."
1126,114,2,Chandler,"Yeah, like there's any way I could ever do that."
1125,114,1,Joey,"Morning, hey, you made pancakes?"
1124,114,0,Chandler,"Morning."
1123,113,11,Phoebe,"Just for the future, this is hardly a commercial for it."
1122,113,10,Rachel,"No. Why?"
1121,113,9,Phoebe,"Yeah, okay. Hey, wait. Do you know what kind of birth control she was using?"
1120,113,8,Rachel,"Okay?"
1119,113,7,Phoebe,"Right."
1118,113,6,Rachel,"Okay Phoebe, we cannot tell anyone about this."
1117,113,5,Phoebe,"Oh God, this is turning into the worst wedding day ever! The bride is pregnant. The groom is missing. And I?m still holding this."
1116,113,4,Rachel,"No, she had to have just taken that test because I took out the trash last night."
1115,113,3,Phoebe,"Hey, do you think this is why Chandler took off?"
1114,113,2,Rachel,"Oh my God!"
1113,113,1,Phoebe,"I know! Monica?s gonna have a baby! Hey, can this count as her something new?"
1112,113,0,Rachel,"Oh my God!"
1111,112,11,Phoebe,"That's too much. Sorry."
1110,112,10,Phoebe,"Mmmm hmmm."
1109,112,9,Stephanie,"Ok."
1108,112,8,Phoebe,"Ok, there is no top. That's the beauty of Smelly Cat. Um, why don't you just follow me?"
1107,112,7,Stephanie,"Yeah. From the top?"
1106,112,6,Phoebe,"You wanna try it again?"
1105,112,5,Stephanie,"Yeah."
1104,112,4,Phoebe,"Yeah, much better. And you know what, don't feel bad, because it's a hard song."
1103,112,3,Stephanie,"Yeah?"
1102,112,2,Phoebe,"Better. Yeah."
1101,112,1,Stephanie,"Smelly cat, smel-ly cat"
1100,112,0,Phoebe,"No, no, no. I'm sorry. It's """""
1099,111,12,Joey,"Ross! So when is it gonna air?"
1098,111,11,Director,"Now you guys dance over there, you guys over there, and I want you two right around here, and everyone else spread out."
1097,111,10,Director,"Uh, yeah."
1096,111,9,Ross,"Yeah, I have a question. When is this gonna air?"
1095,111,8,Director,"Here?s what?s gonna happen. The music?s gonna start, you?re gonna dance, we?re gonna tape, you don?t look at the camera. Any questions?"
1094,111,7,Ross,"?Scuse us"
1093,111,6,Director,"OK, everyone gather up."
1092,111,5,Ross,"Oh my God it?s just like I dreamed it!"
1091,111,4,Ross,"Got it!"
1090,111,3,Joey,"The important thing to remember ? stay cool."
1089,111,2,Joey,"It?s no big deal."
1088,111,1,Joey,"It?s a show, but we?re just dancing, OK?"
1087,111,0,Joey,"OK, listen I?ve been on sets before, so let me give you a little advice, alright?"
1086,110,9,Ginger,"Some day, maybe."
1085,110,8,Chandler,"You?re not, what do you, what do you got a bionic foot?"
1084,110,7,Ginger,"No, I?m not."
1083,110,6,Chandler,"No, really you?re gonna freeze."
1082,110,5,Ginger,"Oh, don?t worry about it."
1081,110,4,Chandler,"Yeah, we?re gonna have to get you out of those shoes."
1080,110,3,Ginger,"Oh damn, I hate that."
1079,110,2,Chandler,"Op, foot in a puddle, foot all in a puddle."
1078,110,1,Ginger,"Actually, me too."
1077,110,0,Chandler,"Well, that?s the best kiss I?ve had with anyone I?ve ever met in a men?s room."
1076,109,13,Monica,"That's Mindy? Wow, she is pretty.  Lucky. To have had a friend like you."
1075,109,12,Rachel,"Mindy, my maid of. Oh!"
1074,109,11,Monica,"And Mindy, your maid of...?"
1073,109,10,Rachel,"Barry who I almost."
1072,109,9,Monica,"Barry who you almost...?"
1071,109,8,Rachel,"Oh my God, it's Barry and Mindy!"
1070,109,7,Rachel,"Oh my God!"
1069,109,6,Rachel,"My mother sends me the engagement notices for 'inspiration.'"
1068,109,5,Rachel,"Country club newsletter."
1067,109,4,Monica,"What is it?"
1066,109,3,Rachel,"Oh. Right. ...Oh great."
1065,109,2,Monica,"Oh good! 'Cause where else would we get any?"
1064,109,1,Rachel,"Thank you.  Oh, cool! Free sample of coffee!"
1063,109,0,Monica,"Mail call, Rachel Green, bunk seven."
1062,108,10,Phoebe,"So what?s it gonna be?"
1061,108,9,Phoebe,"All right, if-if the most important thing on the planet to you is this cat poopy thing then, okay you can have Smelly Cat, but we won?t be partners."
1060,108,8,Phoebe,"Okay y'know what you have to choose."
1059,108,7,Leslie,"No, no, I don?t want to forget it."
1058,108,6,Phoebe,"And if I can?t trust you then just forget it."
1057,108,5,Phoebe,"God, y'know what, I think five years ago I probably would?ve done anything to play with you but, I can do it by myself."
1056,108,4,Phoebe,"No, look, I told you that I didn?t want you to try and sell it, and you just, you big fat did it anyway."
1055,108,3,Leslie,"I played Smelly Cat for the people at my old ad agency, they went nuts."
1054,108,2,Phoebe,"Okay, don?t give me a reason to get mad, okay"
1053,108,1,Leslie,"Come here, come here.  Okay, don?t get mad, okay."
1052,108,0,Phoebe,"Oh, I thought you weren?t coming. What? Where were you?"
1051,107,11,Chandler,"Oh dear God, what have I done!"
1050,107,10,Chandler,"The source of all my powers."
1049,107,9,Chandler,"Why didn?t I think of it?"
1048,107,8,Chandler,"That was an obvious joke, and I didn?t think of it."
1047,107,7,Monica,"Come on! Come on, I was kidding! It was such an obvious joke!"
1046,107,6,Rachel,"What?!!"
1045,107,5,Monica,"Wow! It?s like Rachel in High School."
1044,107,4,Chandler,"Oh yes! Just had me a little nubbin-ectomy. Yep! Two nipples, no waiting."
1043,107,3,Ross,"Is everything okay?"
1042,107,2,Chandler,"The doctor."
1041,107,1,Joey,"Where have you been?"
1040,107,0,Chandler,"Well hello!"
1039,106,11,Monica,"Oh, it was awful.  I guess some people just don't appreciate really good food."
1038,106,10,Joey,"Hey, how was your chef thing?"
1037,106,9,Monica,"Yeah. Umm, Chandler can I talk to you outside for a second?"
1036,106,8,Joey,"Hey, you're back too!"
1035,106,7,Monica,"Hi!"
1034,106,6,Chandler,"Uh, no, I got to see Donald Trump waiting for an elevator."
1033,106,5,Joey,"Oh, so your weekend was a total bust?"
1032,106,4,Chandler,"It was terrible. I fought with  my colleagues y'know, the entire time. Are you kidding with this? (Throws away another"
1031,106,3,Joey,"How was your conference?"
1030,106,2,Chandler,"Hey."
1029,106,1,Joey,"Hey, you're back!"
1028,106,0,Chandler,Damn
1027,105,11,Rachel,"Okay."
1026,105,10,Rachel,"You're not the guy that asked for the tea, are you?"
1025,105,9,Rachel,"Lemon Soother."
1024,105,8,Rachel,"We have: Earl Grey, English Breakfast, Cinnamon Stick, Camomile, Mint Medley, Blackberry, and.. oh, wait, there's one more, um.."
1023,105,7,Rachel,"Okay, okay, I checked."
1022,105,6,Rachel,"Well, what are you guys doing tomorrow night?"
1021,105,5,Monica,"But Phoebe, you can go out with a creepy guy any night of the year. I know I do."
1020,105,4,Phoebe,"'Cause he was creepy, and mean, and a little frightening... alright, still, it's nice to have a date on Valentine's Day!"
1019,105,3,Rachel,"No! Phoebes! Don't you remember why you dumped the guy?"
1018,105,2,Monica,"Roger wants to take her out tomorrow night."
1017,105,1,Rachel,"Do what, do what?"
1016,105,0,Monica,"You can not do this."
1015,104,11,Joey,"You?re right! That did cheer me up!"
1014,104,10,Ross,"I?m giving this lecture on erosion theories tomorrow night, I think you should come."
1013,104,9,Joey,"What?"
1012,104,8,Ross,"Y?know what would cheer you up?"
1011,104,7,Joey,"Yeah! Yeah. I?ll be all right."
1010,104,6,Chandler,"You okay?"
1009,104,5,Joey,"Well, when it?s not right, you know it."
1008,104,4,Monica,"I cannot believe you broke up with her just like that."
1007,104,3,Joey,"Pretty much, yeah."
1006,104,2,Chandler,"Hey so, did uh, did she move out?"
1005,104,1,Joey,"How ya doin??"
1004,104,0,Ross,"Hey!"
1003,103,9,Ross,"Um... uh.... vulva."
1002,103,8,Celia,"What?"
1001,103,7,Ross,"Er.... um....."
1000,103,6,Celia,"Say something....."
999,103,5,Ross,"Ah...."
998,103,4,Celia,"Yes..."
997,103,3,Ross,"Wha... what, here?"
996,103,2,Celia,"No no no. Talk... dirty."
995,103,1,Ross,"OK.... um, a weird thing happened to me on the train this morning..."
994,103,0,Celia,"Talk to me."
993,102,13,Chandler,"Picking Rachel."
992,102,12,Monica,"Do you know what?s a bad idea?"
991,102,11,Chandler,"Yeah!"
990,102,10,Monica,"That?s a good idea."
989,102,9,Chandler,"And document the date and time of every single one of my jokes."
988,102,8,Chandler,"Y?know?"
987,102,7,Chandler,"I?m going to get a joke journal."
986,102,6,Chandler,"You know what?"
985,102,5,Chandler,"He stole my joke."
984,102,4,Chandler,"Ross, and you know what else Ross did?"
983,102,3,Chandler,"You know who else picked Rachel?"
982,102,2,Monica,"It?s wrong. You know what else is wrong? Phoebe picking Rachel."
981,102,1,Chandler,"He took my joke, he took it."
980,102,0,Monica,"She picked Rachel. I mean, she tried to back out of it, but it was obvious. She picked Rachel."
979,101,11,Tag,"Thank you."
978,101,10,Rachel,"You can go."
977,101,9,Tag,"Oh."
976,101,8,Rachel,"I?m having a baby."
975,101,7,Tag,"Come on Rach, let?s give it another try."
974,101,6,Rachel,Tag
973,101,5,Tag,"I?m ready for more."
972,101,4,Ross,"Oh. Oh, that?s right. So-so you did see me that day, because it seemed like you didn?t."
971,101,3,Cassie,"It?s been so long! Last time I saw you, you were setting up your tent in line to see"
970,101,2,Ross,"Hey!"
969,101,1,Cassie,"Hey Ross!"
968,101,0,Ross,"Cassie?!"
967,100,13,Phoebe,"Really?!"
966,100,12,Melissa,"Oh wow, Ray-ray I have no idea what you?re talking about."
965,100,11,Rachel,"we went back to the house and we got really silly and we?we made out."
964,100,10,Melissa,"Yeah?"
963,100,9,Rachel,"Remember?! We?come on, we both had the sarongs on, and we had the-the coconut bikini tops"
962,100,8,Melissa,"What?"
961,100,7,Rachel,"I was uh, tellin? Phoebe about that one crazy night after the Sigma Chi luau where you and I uh, we made out."
960,100,6,Rachel,"Anyway, speaking of drinking too much."
959,100,5,Melissa,"Oh, isn?t a shame when one girl ruins it for the whole bunch?"
958,100,4,Phoebe,"Yeah! Y?know, we were really huge too, but then they had to shut us down when Regina Philange died of alcohol poisoning."
957,100,3,Melissa,"What one?"
956,100,2,Phoebe,"Of course! Yeah, I was uh, umm Thigh Mega Tampon."
955,100,1,Melissa,"Hmm Phoebe, were you ever in a sorority?"
954,100,0,Richard,"Hey Joey, could you uh, go through these lines with me?"
953,99,13,Chandler,"Oh my God!!"
952,99,12,Joey,"Whoa-whoa, that-that was just a theory! There?s a lot of theories that didn?t pan out. The lone gunman. Communism. Geometry."
951,99,11,Chandler,"That?s not backing me up! Look, you said with the off-stage and the heat, and the onstage and the oy heat."
950,99,10,Ross,"That?s all you?re basing this on?"
949,99,9,Chandler,"She did not have to tell me, I saw the play, and there was no heat. Back me up here, Ross!"
948,99,8,Joey,"Dude, tell me she actually told you this."
947,99,7,Chandler,"Well y'know, what if she didn?t actually sleep with the guy?"
946,99,6,Ross,"How might you be wrong?"
945,99,5,Chandler,"Well, yeah, but y'know, what-what if I was wrong?"
944,99,4,Ross,"He?s right, what she did was unforgivable."
943,99,3,Joey,"No! Forget her, man! You don?t need her, you don?t need that!"
942,99,2,Chandler,"All right, maybe I should call her."
941,99,1,Phoebe,"No, sorry."
940,99,0,Chandler,"Did she call?"
939,98,11,Ross,"Imagine his consternation when? Oh bloody hell."
938,98,10,Ross,"What he believed to be igneous, was in fact sedimentary."
937,98,9,Ross,"So when Rigby got his samples back from the laboratory he made a startling discovery!"
936,98,8,Ross,"Right!"
935,98,7,Rachel,"Wow, we really are bitches."
934,98,6,Rachel,"Hey sisters!"
933,98,5,Rachel,"I was a Kappa."
932,98,4,Rachel,"There?s some Kappa Kappa Deltas!"
931,98,3,Rachel,"Oh hey look!"
930,98,2,Rachel,"Yeah, we could."
929,98,1,Monica,"Yeah, but y?know we could sneak in and watch."
928,98,0,Rachel,"Well, we?re a little early, the lecture doesn?t end for 15 minutes."
927,97,10,Chandler,"BEND OVER?!!!"
926,97,9,Joey,"I was tryin? to make a sale!! Oh, man, if I ever run into that guy again, do you know what I?m gonna do?"
925,97,8,Chandler,"So?You got in"
924,97,7,Joey,"Well, this guy came by to look at the unit and-and he said he didn?t think big enough to fit a grown man!"
923,97,6,Chandler,"What the hell happened?!! How were you locked in?!! And where the hell is all of our stuff?!!"
922,97,5,Joey,"Awww, man! He promised he wouldn?t take the chairs!!"
921,97,4,Chandler,"What happened?!!"
920,97,3,Joey,"Yeah..."
919,97,2,Chandler,"Are you all right?!"
918,97,1,Joey,"WHAT?!!"
917,97,0,Chandler,"OH MY GOD!!!"
916,96,13,Phoebe,"Love it!"
915,96,12,Monica,"I paid to have this done."
914,96,11,Phoebe,"That?s fair! Thank you so much. Thanks. Oops, it looks like when he got the pastry chef he got you a little bit too."
913,96,10,Monica,"All right, but if-if he lights someone else on fire he is out of there!"
912,96,9,Phoebe,"But Monica, he loves his job so much! Can you just give him another chance? Please?"
911,96,8,Monica,"Well, now she has no eyebrows, mission accomplished."
910,96,7,Phoebe,"And besides I?ve met your pastry chef and she can stand to be taken down a peg or two."
909,96,6,Phoebe,"Well maybe he was just nervous, y?know you can be very intimidating."
908,96,5,Monica,"Because he?s terrible! Okay, he?s slow, he burns things, last night he lit my pastry chef on fire!"
907,96,4,Phoebe,"But why?!"
906,96,3,Monica,"I?I have to fire him."
905,96,2,Phoebe,"Oh my God! I had the"
904,96,1,Monica,"Hi!"
903,96,0,Phoebe,"Ooh Monica!"
902,95,11,Chandler,"Yeah!"
901,95,10,Monica,"Chandler?"
900,95,9,Chandler,"Look down , look down, look down"
899,95,8,Chandler,"Okay, see?"
898,95,7,Chandler,"I don?t know, but don?t worry, don?t worry, because I know how to take a picture now."
897,95,6,Monica,"Chandler, what were you thinking?"
896,95,5,Chandler,"Yeah, and then I fell asleep on the subway and went all the way to Brooklyn. Brooklyn is f-far!!"
895,95,4,Monica,"What?!"
894,95,3,Chandler,"Yeah, Joey said I uh, I needed to relax so he gave me an antihistamine."
893,95,2,Monica,"Are you okay?"
892,95,1,Chandler,"There I am!"
891,95,0,Monica,"Hey! There you are!"
890,94,9,Phoebe,"Not if I get there first."
889,94,8,Joey,"Ugh. Now if a cow should die of natural causes, I can have one of those right?"
888,94,7,Phoebe,"Six months."
887,94,6,Joey,"Oh mama! Uh when-when is the baby due?"
886,94,5,Phoebe,"Okay."
885,94,4,Joey,"Ooh, I was gonna say bologna, but that?s much better. How about a little of that smoked turkey?"
884,94,3,Phoebe,"Hm-mm, corn beef."
883,94,2,Joey,"Oh-ho-ho, yeah! Hey! Y?know what goes good with that?"
882,94,1,Phoebe,"Pastrami."
881,94,0,Joey,"Oooh, what you got there?"
880,93,11,Ross,"I hate Chandler, the bastard ruined my life."
879,93,10,Ross,"No, no it's, um, it's not you, um, it's um, it's"
878,93,9,Rachel,"What?"
877,93,8,Rachel,"What?"
876,93,7,Rachel,"Did you just picture it differently?"
875,93,6,Rachel,"What?"
874,93,5,Rachel,"Did I get the hair wrong?"
873,93,4,Rachel,"Did I get it wrong?"
872,93,3,Rachel,"Honey, what is it?"
871,93,2,Rachel,"What?"
870,93,1,Rachel,"I'm Jabba's prisoner, and you have a really weird look on your face."
869,93,0,Rachel,"Okay, here we go."
868,92,9,Richard,"Exactly."
867,92,8,Monica,"?Cause if you do that means you?d be cancelling it for me, and we?re just friends."
866,92,7,Richard,"Okay."
865,92,6,Monica,"No!  No!"
864,92,5,Richard,"You want me to cancel it?"
863,92,4,Monica,"Oh."
862,92,3,Richard,"Just your dad.  Although that?s actually racquetball. You know I-I do have a blind date with my sister?s neighbour next Tuesday."
861,92,2,Monica,"Sounds smart and healthy to me. So um, just out of curiosity, um, do you currently have any other racquetball buddies?"
860,92,1,Richard,"Absolutely, this will just be something we do, like racquetball."
859,92,0,Monica,"So we can be friends who sleep together."
858,91,11,Ross,"You're right!"
857,91,10,Rachel,"I bet 20."
856,91,9,Ross,"Oohh, 23.  Which is what we play to at this casino! You win 10 dollars!"
855,91,8,Rachel,"Hit me!"
854,91,7,Ross,13
853,91,6,Ross,"Here we go."
852,91,5,Ross,"All right, come on, come on, we'll play some blackjack."
851,91,4,Ross,"We can bring Vegas up to us!"
850,91,3,Ross,"We don?t have to go downstairs!"
849,91,2,Ross,"Y'know what?"
848,91,1,Ross,"All right."
847,91,0,Rachel,"Oh my God, I'm starting to look like my great aunt, Muriel."
846,90,11,Phoebe,"Okay, let's get some perspective people; it's not like I'm wearing a seeing-eye dog coat!"
845,90,10,Ross,"Okay. Thanks you guys. Pheebs are you wearing fur?"
844,90,9,Monica,"Why don't you come over tonight? And I'll make you favorite dinner."
843,90,8,Phoebe,"Yes! Exactly! And that's why"
842,90,7,Ross,"Look, this is hard enough! I really need you guys right now."
841,90,6,Phoebe,"Okay,"
840,90,5,Monica,"Whatever you decide, whatever you do."
839,90,4,Joey,"Look, we were"
838,90,3,Phoebe,"You're kinda stepping on the song."
837,90,2,Chandler,"Yeah, we are so sorry."
836,90,1,Joey,"Look, Ross, I feel really bad. I mean, you're going through all this stuff and I just acted like a jerk."
835,90,0,Ross,"Y'know what? I'm really not in the mood."
834,89,10,Rachel,"Yeah! Yeah. They?re?they?re-they?re my friends, uh, Monica Stephanopolus and uh, and Chandler Acidofolus."
833,89,9,"The Rabbi","I don?t know. Are they Greek Orthodox?"
832,89,8,Rachel,"Can you do that?"
831,89,7,Rachel,"Listen umm, I need you to perform another wedding."
830,89,6,Rachel,"Oh, great hat."
829,89,5,Rachel,"Hi!"
828,89,4,Rachel,"Mazel Tov!"
827,89,3,Rachel,"Congratulations."
826,89,2,Rachel,"Luckily for me, they were written on a sign.}"
825,89,1,Rachel,"{It?s a good thing Jennifer Aniston is Greek, because she had to pronounce those names."
824,89,0,Rachel,"Anastassakis/Papasifakis wedding, excellent!"
823,88,10,"Mr. Heckles","You owe me a cat."
822,88,9,Phoebe,"Oooh! You are a very bad man!"
821,88,8,"Mr. Heckles","Mmm. Bob Buttons. Here, Bob Buttons."
820,88,7,Rachel,"Bob Buttons?"
819,88,6,"Mr. Heckles","Ehhhh... B-Buttons."
818,88,5,Phoebe,"Wait a minute. What's his name?"
817,88,4,"Mr. Heckles","Yeah, it's my cat. Give me my cat."
816,88,3,Phoebe,"He seems to hate you. Are you sure?"
815,88,2,"Mr. Heckles","Er, yeah, it's mine."
814,88,1,Rachel,"Oh.  Hi. We just found this cat and we're looking for the owner."
813,88,0,Phoebe,"Oh no, the Mendels, they hate all living things, right?"
812,87,10,Joey,"Yeah, I?  I don?t want Stevie to see her like this."
811,87,9,Rachel,"Okay? You ready?"
810,87,8,Joey,"That?s true."
809,87,7,Rachel,"But don?t you think Rosita would?ve wanted you to move on? I mean y?know, she did always put?your comfort first."
808,87,6,Joey,"She?s not even cold yet!"
807,87,5,Rachel,"We?ll go down to the store right now and we?ll-we?ll get you a new chair."
806,87,4,Rachel,"All right?"
805,87,3,Rachel,"Okay, come on?Joey, I?ll buy you a new one!"
804,87,2,Joey,"Rach, how would you feel if say, I wanted to move your mom, and you said don?t, and I did it anyway and her"
803,87,1,Joey,"I told you not to move it!"
802,87,0,Rachel,"Joey, Joey I am so sorry."
801,86,9,Rachel,"Nope!"
800,86,8,Ross,"Really like those Macadamia nuts, huh?"
799,86,7,Rachel,"Hm-mmm!"
798,86,6,Ross,"Umm? Wow! That's-that's some pricey nut!"
797,86,5,Rachel,"Macadamia nut?"
796,86,4,Ross,"That is, one big drink!"
795,86,3,Ross,"Because it's all on me!"
794,86,2,Ross,"But who cares?!"
793,86,1,Ross,"Oh, hey y'know, they-they really overcharge you for that stuff."
792,86,0,Rachel,"Okay, I need a, I need a drink!"
791,85,10,Phoebe,"Shut it down."
790,85,9,Larry,"This does."
789,85,8,Phoebe,"You have the power to do that?"
788,85,7,Larry,"Just walking past the kitchen I saw 10 violations! I'm shutting this place down!"
787,85,6,Phoebe,"Why?!"
786,85,5,Larry,"We're outta here!"
785,85,4,Phoebe,"You are just nonstop!"
784,85,3,Larry,"Oh, will you mind if I wash up? Because I came straight from work and who knows where these babies  have been."
783,85,2,Phoebe,"Shiny."
782,85,1,Phoebe,"Show me the badge again."
781,85,0,Larry,"You look beautiful this evening."
780,84,13,Phoebe,"You guys. You suck too."
779,84,12,Rachel,"Yeah, Phoebe you?re? awful!"
778,84,11,Monica,"Okay. Umm, Phoebe, you suck too."
777,84,10,Phoebe,"Oh my God, he?s not even appreciated in his own time. I would give anything to not be appreciated in my own time!"
776,84,9,Rachel,"Phoebe, the place has emptied because of him."
775,84,8,Monica,"Phoebe, Ross sucks!"
774,84,7,Phoebe,"I can?t follow Ross! It?d be like those bicycle ridding chimps that followed"
773,84,6,Rachel,"Why not?"
772,84,5,Phoebe,"Oh no, I?m not playing tonight."
771,84,4,Monica,"Hey, aren?t you up next?"
770,84,3,Ross,"Thank you guys-guys-guys"
769,84,2,Phoebe,"It?s so inspired! Look at him! Look at him go!"
768,84,1,Monica,"Y'know, there?s a"
767,84,0,Ross,"Electrifying.  Emphatic time-time-time"
766,83,12,Chandler,"Hmm, let?s see if it comes up this time."
765,83,11,Ross,"No."
764,83,10,Chandler,"Okay! Now I assume the Saucer card came up when you played last."
763,83,9,Ross,"But I should warn you, I am"
762,83,8,Ross,"Now, if you wanna try to make some of it back, I?d be glad to play you for it."
761,83,7,Chandler,"At a fake game!!"
760,83,6,Chandler,"Okay."
759,83,5,Monica,"Stop it!! That?s not funny!!"
758,83,4,Chandler,"They didn?t add the second cous until 1979."""""
757,83,3,Chandler,"""""Here?s some little known facts about cous-cous."
756,83,2,Chandler,"Well, I could make it seem like he?s here."
755,83,1,Monica,"Yeah, me too."
754,83,0,Chandler,"I?m sorry you?re here with me instead of Roger."
753,82,10,Phoebe,"This is fashion?!  Okay, so to you,"
752,82,9,Rachel,"Not nature,"
751,82,8,Rachel,"Uhh, Phoebe, honey, honey, I know you're quirky and I get a big kick out of it, we all do actually, but if you destroy a coat like this that is like a crime against nature!"
750,82,7,Rachel,"What?"
749,82,6,Monica,"Don't get too attached, she's having it cremated."
748,82,5,Rachel,"Oh my God! Oh my God, look at these pelts!"
747,82,4,Phoebe,"He says, that he would cremate my fur coat for free if I umm, y'know, bring in the next person I know who dies."
746,82,3,Monica,"Crematorium Chris? Sure!"
745,82,2,Phoebe,"So listen, you know my friend Chris who owns the crematorium?"
744,82,1,Monica,"Hey!"
743,82,0,Phoebe,"Hey!"
742,81,10,Carol,"Not her."
741,81,9,Carol,"All you need is a woman who likes men and you'll be set."
740,81,8,Rachel,"There. Now there is."
739,81,7,Joey,"Ooh ooh ooh ooh, there's no room for milk!"
738,81,6,Rachel,"Okay, here we go..."
737,81,5,Chandler,"I happen to know a Fun Bob."
736,81,4,Joey,"You know more than one Fun Bobby?"
735,81,3,Monica,"Yeah."
734,81,2,Chandler,"Fun Bobby? Your ex-boyfriend Fun Bobby?"
733,81,1,Monica,"I'm sorry, okay. It's just that Chandler has somebody, and Phoebe has somebody- I thought I'd ask Fun Bobby."
732,81,0,Ross,"So tell me something. What does the phrase 'no date pact' mean to you?"
731,80,13,Phoebe,"I know it's le poo right now, but it'll get better."
730,80,12,Rachel,"It's Le Poo."
729,80,11,Monica,"Sweetie, we heard you crying. Please don't cry."
728,80,10,Rachel,"Oh God, it says he was hit by an ice cream truck and dragged for nine--teen blocks. Oh.  Oh my God."
727,80,9,Ross,"Le Poo's still alive?!"
726,80,8,Rachel,"Oh my God, Le Poo, our dog!"
725,80,7,Ross,"What?!"
724,80,6,Rachel,"Oh my God! My dog died!"
723,80,5,Ross,"Anyway it-it kinda-it all boils down to this, the last time I talked to Emily"
722,80,4,Chandler,"And condoms are the way to do that?"
721,80,3,Joey,"You don't know how long we're gonna be in here!"
720,80,2,Chandler,"Condoms?"
719,80,1,Phoebe,"Ooh,"
718,80,0,Monica,"Ooh, candy bars, crossword puzzles"
717,79,10,Joey,"Yeah, what's up with that Serpico?"
716,79,9,Chandler,"Look at Officer Ross riding back here with the visitors."
715,79,8,Ross,"Sorry! Sorry! Oh,  there!  Hey Gary, who am I? Phone home!"
714,79,7,Gary,"Ross!"
713,79,6,Ross,"Yeah, no problem."
712,79,5,Gary,"Hey, do you mind? We're under cover here."
711,79,4,Ross,"Umm, jealous!"
710,79,3,Chandler,"Y'know, when you say partner it doesn't sound cop. It, it sounds gay."
709,79,2,"Casting Director #1","Hold it. I?m sorry, the surprise is a new swing set, if you could play it a little less?intense?"
708,79,1,Joey,"Okay. """"Hey, Timmy, I?ve got a surprise for you."""""
707,79,0,"Casting Director #1","Whenever you?re ready."
706,78,12,Rachel,"No, just singing."
705,78,11,Ross,"Did you say something?"
704,78,10,Rachel,"Hang in there. You hang in there."
703,78,9,Ross,"Yeah, all right, it?s a date."
702,78,8,Rachel,"That would be great!"
701,78,7,Ross,"Say, Sunday night?"
700,78,6,Ross,"Uh, in fact Emily?s coming into town this weekend, why don?t you say we all have dinner?"
699,78,5,Ross,"If like the four of us could all y?know, hang out together."
698,78,4,Rachel,"Oh yeah, no, what?s that?"
697,78,3,Ross,"Hey, y?know, y?know what would make me really happy?"
696,78,2,Rachel,"Oh yeah? Fine."
695,78,1,Rachel,"Um-hmm.  There we go. There it is."
694,78,0,Joshua,"So, these will match the jacket you picked out for me last week?"
693,77,13,Chandler,"Ross, just for my own piece of mind, you?re not married to anymore of us are ya?"
692,77,12,Phoebe,"Another lie. You have a sickness!"
691,77,11,Ross,"Phoebe, I told her you already knew."
690,77,10,Phoebe,"Okay,"
689,77,9,Ross,"Rach, come on, if you think about it, it?s actually kinda funny.  Okay, maybe it?s best not to think about it."
688,77,8,Chandler,"Okay, let me just jump in and ask, at what point did you think this was a successful marriage?"
