speaker,utterance,emotion,annotation,emotion_code
Ross,why am i not surprised?,disgust,2000003,1
Joey,i do not know ,neutral,3020000,4
Ross,oh yeah? what are you going to do?,non-neutral,1100210,5
Joey,oh oh! so that is the way it is going to be huh? yeah i can break the rules too y know!,non-neutral,100211,5
Ross,uh actually  i sent the flowers before the actual date  so technically ,non-neutral,2001002,5
Joey,you spent a hundred dollars  that is the limit  you are screwed!,non-neutral,221,5
Rachel,i want to marry this plan!,joy,400010,3
Rachel,i love this plan!,joy,400010,3
Rachel,as i was saying    i should probably have the first of the three kids by the time i am    which gives me five years ,neutral,3100100,4
Phoebe,oh let me guess  and you want to have them all at the same time and you want to have them for your brother ,non-neutral,1000022,5
Rachel,see i want to have three kids,neutral,4100000,4
Rachel,all i really needed was a plan ,neutral,4100000,4
Rachel,i realized it was stupid to get upset about not having a husband and kids ,non-neutral,2100002,5
Rachel,well  i feel fine  but i think you are bumming out the rest of the kids ,non-neutral,1110101,5
Ross,hey! look who is back! it is the birthday girl! how is the birthday girl feeling?,joy,500000,3
Monica,okay   mrs  green! okay i am really sorry!! i am apologizing for the   okay  i bit my tongue  but i am,non-neutral,1021010,5
Chandler,oh that is all right  i have it memorized  it is  a ,neutral,3100010,4
Airline Employee,i am sorry  would you move your thumb? i cannot see the seat number ,neutral,4000010,4
Chandler,yes  of course ,neutral,5000000,4
Airline Employee,uh sir  may i see your tickets please?,neutral,5000000,4
Chandler,shh!  nice to see you again ,neutral,3200000,4
Monica,oh my god! oranges!,surprise,200030,7
Chandler,just act like you belong ,neutral,4100000,4
Monica,me neither! we have to get in!,surprise,1100030,7
Monica,look at that! look at that! they are going into the first class lounge! do you know what they have in there?,surprise,100040,7
Rachel,i got to go!,neutral,3011000,4
Ben,crap!!,anger,311,0
Rachel,and i have not taught him anything that a normal   year old does not know anyway!,non-neutral,2001101,5
Rachel,look he does not have any brothers or sisters  somebody s going to have to teach him this stuff!,non-neutral,2001101,5
Ross,no that is not what i want  uh  i am glad you guys were bonding but i,neutral,4001000,4
Rachel,and i loved being fun aunt rachel but i will go back to being boring and uncomfortable aunt rachel if that is what you want!,non-neutral,10202,5
Rachel,fine  but i will have you know that once i taught him that stuff he called me fun aunt rachel ,non-neutral,210200,5
Rachel,fine ,neutral,4000100,4
Ross,i will be! listen  i do not want you teaching my son that stuff anymore  okay?,anger,500,0
Ross,it hurts the kid who has all his clothes stolen in gym class so he has to go to the principal s office wearing nothing but a catcher s mitt!,anger,302,0
Ross,i will tell you who it hurts!,anger,500,0
Ross,uh  you know what?,neutral,3000200,4
Joey,damnit!,anger,500,0
Rachel,yeah  we got him back  everything s fine ,neutral,3200000,4
Joey,hey! did chandler show up yet?,non-neutral,2001020,5
Rachel,hello?,neutral,4000010,4
Monica,i am so happy for me ,joy,500000,3
Rachel,you look so beautiful ,joy,500000,3
Monica,i want to wear this everyday ,joy,500000,3
Phoebe,oh my god monica!,surprise,50,7
Mrs. Geller,here comes the bride ,non-neutral,2200010,5
Phoebe,so so you two were married huh? what happened? you just drift apart?,neutral,5000000,4
Rachel,no  no  i don t  could you be a dear and go tell him?,non-neutral,1021001,5
Monica,honey  the question is   do you really want to marry joey?,non-neutral,2011010,5
Rachel,yeah  i mean whatever ,neutral,4010000,4
Monica,sure?,non-neutral,2000021,5
Rachel,sure ,neutral,5000000,4
Monica,well do you love him?,neutral,4000010,4
Rachel,why not? i do not want to do this alone! and he is such a sweet  guy and he loves me so much ,non-neutral,2001011,5
Monica,you cannot marry him!,non-neutral,1112,5
Monica,it s    it is bigger than  mine!,surprise,230,7
Monica,it is wrong ,disgust,1000103,1
Monica,no  it is worse than that ,disgust,1000103,1
Monica,it s it s so  inappropriate ,non-neutral,1000202,5
Monica,you just had ross s baby!,non-neutral,122,5
Monica,are you crazy?,non-neutral,1001021,5
Rachel,well  i i said yes ,fear,1003010,2
Monica,is he crazy?! you just had ross s baby!,surprise,41,7
Rachel,joey proposed to me ,surprise,2000030,7
Joey,well  i have to go now ,neutral,3000020,4
Joey,in fact  one of the first things they teach you in fire school is     uhh    uhh    okay ,neutral,3000110,4
Joey,it is very not good leaving candles unattended ,non-neutral,2010110,5
Joey,no no  it was the candles ,neutral,3000020,4
Joey,yeah  so it turns out that it was not the hair straightener that started the fire ,non-neutral,2010020,5
Phoebe,oh!  hello?  yeah this is phoebe   really?!,surprise,100040,7
Monica,hello?  oh yes  one minute please   it is for you  it is the fire inspector ,neutral,4000010,4
Phoebe,i can smell it a little  bake the pie ,non-neutral,2200010,5
Monica,well you let me know if you can  because you know i can bake a pie to cover it ,neutral,4000010,4
Phoebe,what the smell from joey s? no  i can hardly smell it over here ,surprise,1000040,7
Monica,does that smell bother you?,disgust,2000003,1
Phoebe,thanks monica!,joy,500000,3
Monica,now there you go! i would not want my best guest to strain her eyes!,non-neutral,1101110,5
Monica,yes  uh  yes  i did  that was my friend  eddie moskowitz  yeah  he likes it  reaffirms his faith ,neutral,3101000,4
Rachel,did you just say hi  jew?,surprise,50,7
Monica,see ya then ,neutral,4000001,4
Monica,ok   um  sure  that would be great ,neutral,3101000,4
Monica,uh huh?,neutral,3000020,4
Monica,oh  hi  ju  hi  jew!,neutral,3000020,4
Ross,my mommies love me  that is clever ,joy,2300000,3
Susan,oh  i got that for him ,neutral,4000010,4
Rachel,oh  this is so cute ,joy,1400000,3
Susan,honey  relax  ross is great with him   do not look so surprised  i am a lovely person ,joy,2300000,3
Ross,it is like we are father and son ,joy,2300000,3
Ross,we laugh  we play ,joy,1300010,3
Ross,we have a good time ,joy,1300010,3
Ross,carol  we have been through this before  ok?,non-neutral,2010011,5
Carol,ok  and this is funny clown  funny clown is only for after his naps  not before his naps or he will not sleep ,neutral,4100000,4
Joey,great! thanks ,joy,500000,3
Chandler,oh good  when he comes back for his keys  i will be sure to give him your shoe ,neutral,4000001,4
Joey,i am going to go find that guy s car and leave a note on the windshield ,neutral,5000000,4
Joey,i was not going to walk all the way back down here with one shoe!,neutral,3000011,4
Joey,well  i did not realize until i got home ,neutral,5000000,4
Chandler,you left a shoe here?!,surprise,50,7
Joey,there is a lost and found?  my shoe!,surprise,41,7
Monica,joey  why do not you put them in the lost and found?,neutral,5000000,4
Joey,na uh!  hey did anybody lose their keys?,neutral,3000011,4
Gunther,yeah  that is what i drive  i make four bucks an hour  i saved up for     years!,disgust,1000004,1
Joey,hey gunther  these yours?,neutral,5000000,4
Joey,if i had a porsche  i would have the keys surgically attached to my hand!,neutral,3000020,4
Joey,who would leave the keys to their porsche behind?,surprise,1000040,7
Joey,transcriber s note  oh come on!,surprise,1000040,7
Joey,ooohh  to a porsche!,surprise,50,7
Joey,hey  somebody left their keys ,neutral,3000020,4
Phoebe,remember how you said you were really dense about poetry? oh ,neutral,5000000,4
Monica,what do you mean?,neutral,3000020,4
Joey,like you would not believe   wow! this is a great place ,surprise,200030,7
Monica,do you want to come in for some lemonade?,neutral,5000000,4
Joey,that is a uh  that is a tough combination ,neutral,5000000,4
Monica,it is the heat   and and the humidity ,neutral,5000000,4
Joey,whew! stood up to fast  got a little head rush ,surprise,1000040,7
Monica,whoa! are you okay?,surprise,50,7
Joey,oh  no thanks  i got it   no i don t!,neutral,4000100,4
Monica,you want some help with that?,neutral,4000010,4
Chandler,oh  do not thank me  thank the jerk that never showed up  okay  i got to get to get to work ,anger,1000400,0
Monica,thank you soo  much ,joy,2300000,3
Monica,hi  again ,neutral,5000000,4
Joey,okay  can i borrow    dollars?,neutral,4000001,4
Ross,i was thinking more like a hundred ,neutral,3000011,4
Joey,yeah  uh     a slice      six dollars?,neutral,5000000,4
Ross,so let us decide on the spending limit,neutral,5000000,4
Joey,all right  well i guess i will just have to do what i do on dates ,neutral,3010100,4
Ross,well sorry  that is what i do on dates ,neutral,4000100,4
Joey,i do not have the money to take her to a fancy place like that ,non-neutral,2010200,5
Joey,look we are going to have to set a spending limit on the date ,neutral,4000100,4
Joey,ah yeah wait a second now!,non-neutral,1001210,5
Ross,maybe i will take her to that new french restaurant down the street,neutral,3200000,4
Joey,that sounds fair ,neutral,3200000,4
Ross,no joey! look why don t  why do not we just let her decide? okay? hey hey  we will,non-neutral,1101200,5
Joey,yeah well we should order some food then ,neutral,5000000,4
Ross,okay  okay  this can go on for a while ,neutral,5000000,4
Joey,yeah yeah i like that but just to go in another direction,neutral,3100100,4
Ross,that is interesting  but check this out  i date her,non-neutral,1200200,5
Joey,uh huh  uh huh ,neutral,4000100,4
Ross,well now let s let s look at this objectively  i think i should date her,neutral,3101000,4
Joey,obviously! so  how do we decide?,neutral,4001000,4
Ross,well obviously only one of us can keep dating her ,neutral,3000200,4
Ross,oh my god!! i did not really believe it until you just said it!!,surprise,200030,7
Chandler,so you might say  it is a magic ring ,non-neutral,2200010,5
Ross,oh absolutely! it has been in my family for generations  and every bride who has worn it has had a long and happy life ,joy,400010,3
Chandler,so you might say  the ring is irreplaceable?,surprise,1010030,7
Ross,that ring? when my grandmother first came to this country  that ring and the clothes on her back were all she had with her ,surprise,1010030,7
Joey,i was uh  i was thinking i might want to pick one of those babies up for myself  i might want to get one of those,neutral,3200000,4
Ross,yeah  right!,non-neutral,2200001,5
Joey,so uh  hey  that uh  that wedding ring  huh? man  that is nice!,non-neutral,1200020,5
Ross,and and another one had never been to a party before  so,surprise,2000030,7
Ross,y know  one of them had never been to a bachelor party before ,non-neutral,2100020,5
Ross,and the guys from work had a blast ,joy,1400000,3
Ross,i just wanted to thank you again for last night  what a great party!,joy,500000,3
Joey,hey,neutral,5000000,4
Joey,then i called       and they laughed at me  if this is not an emergency  then what is?,non-neutral,2210,5
Joey,i called the company that sent and th they do not care!,anger,311,0
Joey,i do not know what i am going to do!,fear,1003100,2
Joey,ugh!,disgust,104,1
Phoebe,yeah  yeah  i remember trying to steal a cardboard cutout of evander holyfield from a,neutral,4100000,4
Rachel,wow! this explains so much! last weekend  i went from store to store sitting on santa s lap ,non-neutral,2100020,5
Phoebe,oh and keep in mind  now  i was carrying triplets so in  y know  medical terms i was i was thrice as randy ,neutral,5000000,4
Phoebe,oh absolutely yeah!,neutral,4000010,4
Rachel,really?! so this has happened to you?,surprise,50,7
Phoebe,this is completely normal  around the fourth month your hormones start going crazy ,neutral,5000000,4
Phoebe,wait a second! this is about the fourth month of your pregnancy  right?,neutral,4000010,4
Rachel,look at that guy for example  i mean normally that is not someone i would would be attracted to  but right now  with the way i am feeling  all i want to do is rip off his sweatpants and fanny pack ,non-neutral,2110100,5
Rachel,i mean it is like every guy i see i mean look here ,neutral,4010000,4
Rachel,oh  what is wrong with me lately?,sadness,1030010,6
Phoebe,he is awfully short and i think he is talking to himself  and to be completely honest  he is not that good in bed ,neutral,4010000,4
Rachel,look at that guy by the window  wow!,surprise,2000030,7
Rachel,phoebe?,neutral,5000000,4
Ross,wow! sorry  so uh  how are the new people?,surprise,2000030,7
Rachel,oh but not before she gave me a juicy shot of little jamie just crowning away ,neutral,3100010,4
Rachel,right after you left they wheeled her off into delivery ,neutral,4010000,4
Rachel,it is not fair ross we got here first!,anger,1000400,0
Rachel,they are having their baby!,non-neutral,2200010,5
Ross,what happened to the disgustingtons?,neutral,5000000,4
Rachel,new people ,neutral,5000000,4
Ross,hey  who is that?,neutral,4000010,4
Phoebe,and tim i just want to say  good luck here ,neutral,3000002,4
Janice,oh well that is what i thought about my first husband  now i am lucky if my kid gets to spend the weekend with her father and the twins and little ms  new boobs ,disgust,2000003,1
Rachel,well i that s never going to happen with ross ,non-neutral,2000201,5
Janice,i am telling you rachel  listen to janice  they all say they are going to be there until they start their real family ,neutral,3001100,4
Rachel,well then he gets a divorce  it is ross!,neutral,3001001,4
Janice,oh  sure  now  but what happens when he meets somebody else and gets married?,neutral,4000001,4
Rachel,oh  i am not doing it alone  i have ross ,neutral,4000010,4
Janice,can i just say  i really admire what you are doing  just raising her all alone ,neutral,3200000,4
Rachel,oh  i am fine ,neutral,5000000,4
Janice,he is a keeper  how are you feeling?,neutral,3200000,4
Rachel,ohhh!  wow! he kinda takes your breath away does not he?,joy,400010,3
Janice,yoo hoo! aaron litman neurolic would like to say hello to his future bride ,joy,2300000,3
Chandler,bing does not seem so weird now  does it?,neutral,3000020,4
Phoebe,in,neutral,5000000,4
Phoebe,you got to take care of yourselves!,neutral,4001000,4
Phoebe,i am sorry  but i am not hanging all my hopes of rachel and i living together on on probably!,non-neutral,1021100,5
Phoebe,yeah  oh  your mom probably will not kill herself  y know?,non-neutral,2010110,5
Phoebe,yeah  uh huh ,neutral,4000001,4
Phoebe,kind of what  probably  really means ,neutral,4000001,4
Phoebe,yeah  i do not like that word ,disgust,1000004,1
Phoebe,probably?,neutral,3000011,4
Monica,well  no  but  um  i bet she probably does ,neutral,4000010,4
Phoebe,you are sure? you are absolutely sure?,neutral,3000020,4
Joey,aw! does that mean the,sadness,1030010,6
Monica,joey  that paper s like a year old!,neutral,3000020,4
Joey,awww! mel torme died ,sadness,40010,6
Rachel,ohh ho hooohhh  the hair comes out  and the gloves come on ,anger,1000310,0
Phoebe,yeah  because otherwise someone might get what they actually ordered ,neutral,3000101,4
Rachel,indeed there isn t    i should really get back to work ,non-neutral,2000201,5
Ross,you know  there is nothing wrong with speaking correctly ,neutral,4000100,4
Joey,oh   you do  do you?,anger,320,0
Ross,oh  now  do not listen to him  pheebs  i think it is endearing ,neutral,5000000,4
Joey,well  is it  like  a little annoying  or is it like when phoebe chews her hair?,non-neutral,2000012,5
Rachel,well  i i could live without it ,neutral,4001000,4
Joey,   does the knuckle cracking bother everybody?,non-neutral,2000021,5
Chandler,   i accept all those flaws  why cannot you accept me for this?,non-neutral,1010111,5
Chandler,i mean  what the hell is that thing?,disgust,1000103,1
Chandler,and monica  with that snort when she laughs?,non-neutral,1000202,5
Chandler,and ross  with his over pronouncing every single word?,non-neutral,1000202,5
Chandler,like joey s constant knuckle cracking is not annoying?,non-neutral,1000202,5
Chandler,big deal!,anger,311,0
Chandler,so i have a flaw!,non-neutral,212,5
Monica,oh  why is it unfair?,surprise,1000031,7
Chandler,hey  this is so unfair!,anger,10301,0
Rachel,it is worse than the thumb!,disgust,1103,1
All,oh  hey  do not do that! cut it out!,anger,302,0
All,nooo!,non-neutral,2102,5
Phoebe,does  um  anyone want to see?,neutral,4000010,4
Chandler,well  maybe it is a contest  y know? like  collect all five?,neutral,5000000,4
Ross,i am divorced!  i am only    and i am divorced!,non-neutral,10112,5
Rachel,okay then!,non-neutral,2100020,5
Kim,my late husband gave me that lighter   i am not kidding ,sadness,1030010,6
Rachel,yes! great! give me those cigs! give it! give it!,joy,1400000,3
Kim,oh y know  we really should quit  okay  let us quit!,joy,2300000,3
Rachel,we could be like the patch sisters!,joy,1400000,3
Rachel,we can get  what are those  those patches!,neutral,3200000,4
Rachel,we can help each other out!,joy,1400000,3
Rachel,absolutely!,joy,2300000,3
Rachel,you can ,neutral,4100000,4
Rachel,oh but you could ,neutral,4100000,4
Nancy,oh  i never could do it ,non-neutral,2010002,5
Kim,it does sound appealing ,neutral,3200000,4
Rachel,well then let us just quit! we will just quit! let us all quit!,joy,2300000,3
Nancy,tell me about it!,neutral,3010010,4
Kim,oh sure  every sunday night i am telling myself i am quitting but every monday morning it is like,disgust,2000003,1
Nancy,i have actually been thinking about quitting lately ,neutral,5000000,4
Rachel,yeah  i did  but you know what? i am really  really trying to cut back  y know?  good luck  rach ,neutral,5000000,4
Kim,rachel did not you just light that?,non-neutral,2000021,5
Rachel,i am so on board!,joy,1400000,3
Kim,so  we are decided  no on plaid  yes on pink?,neutral,5000000,4
Phoebe,i know! you see it is stuff like this which is why  you are burning in hell!!,non-neutral,1100201,5
Monica,i cannot believe that i just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time!,non-neutral,1100102,5
Phoebe,yes!!  oh ,non-neutral,1200020,5
Monica, grabbing a bag of,neutral,5000000,4
Phoebe,oh  you americans always butcher the french language ,neutral,3000002,4
Monica,nestle tollhouse,neutral,4000010,4
Phoebe,nesele toulouse ,neutral,5000000,4
Monica,what was her name?,neutral,3000020,4
Phoebe,well  you know i may have relatives in france who would know  my grandmother said she got the recipe from her grandmother  nesele tolouse ,neutral,5000000,4
Monica,well  i mean what about friends of your grandmother s? would not they have the recipe?,neutral,4000010,4
Phoebe,that is what you think ,neutral,5000000,4
Ross,that is the day you are going to die? see darnit  i have got shuffleboard that day ,neutral,3001010,4
Chandler,i went to any place that they made sandwiches!,neutral,3101000,4
Chandler,i went to the coffeehouse!,neutral,3101000,4
Chandler,i went to ross s!,neutral,3101000,4
Chandler,i wrote it on the board  then i went all over new york city looking for ya!,non-neutral,2002010,5
Chandler,du du i wrote it  i wrote it on the board!,fear,1003010,2
Joey,what?! it is   o clock!,surprise,140,7
Chandler,the actor playing mac could not do it  they needed to see you at   o clock ,neutral,4001000,4
Joey,what message?,neutral,3000020,4
Chandler,please tell me you got the message!,non-neutral,1202000,5
Rachel,ohhh    i am fine ,neutral,4010000,4
Chandler,to the left  to the left  aww!,neutral,3010010,4
Rachel,i have got magic beans   never never mind ,neutral,4000010,4
Ross,green  to the green ,neutral,5000000,4
Rachel,oh  well  thanks  but  i am okay  really ,non-neutral,2120000,5
Rachel,oh  yeah  no  i know  i i have not been using it much ,neutral,4010000,4
Chandler,alright   yes  this is rachel ,neutral,5000000,4
Rachel,oh  okay  will you take my place?,neutral,4000010,4
Chandler,hello? oh  uh  rachel  it is the,neutral,3000020,4
Ross,okay  pheebs  right hand blue  good ,neutral,3200000,4
Monica,could have played,neutral,4000001,4
Ross,okay  monica  right foot red ,neutral,5000000,4
Ross,look  i took it too far!,non-neutral,1112,5
Ross,i would better not found you naked in my hotel room!,non-neutral,202100,5
Charlie,oh my god!  i am your,surprise,100031,7
Ross,no  it is ok! made me feel like a rock star!,joy,500000,3
Charlie,i was,surprise,2000030,7
Ross,i mean    uh  did you know you were  mouthing the words along with me?,neutral,4000010,4
Ross,oh  i cannot tell you how great it was to look at the crowd and see your face!,joy,500000,3
Charlie,you blew them away!,joy,400010,3
Rachel,all this stuff takes up a lot of room  hey how uh  how serious are you about keeping ben in your life?,neutral,4000001,4
Joey,hey ross  this probably is not the best time to bring it up  but you have to throw a party for monica ,neutral,4000010,4
Ross,oh   oh    oh ,neutral,3002000,4
Ross,ok  guys  guys? i have the definitive one  mwwwooooo hah hah   ,non-neutral,1201010,5
Joey,bwah hah hah!,joy,1300010,3
Ross,kinda    spooky without any lights ,fear,1003010,2
Phoebe,                   negative     negative     negative       ,neutral,5000000,4
Phoebe,the last candle s about to burn out ,neutral,4000010,4
Phoebe,oh  look look look ,surprise,1000040,7
Phoebe,okay  all right  good ,neutral,4100000,4
Phoebe,okay  can i just get my purse?,neutral,3001100,4
Phoebe,okay  i have decided i am going to let this happen!,non-neutral,1200200,5
Phoebe,okay  no  the important thing is that you see what i am saying  y know  just y know  this is clearly wrong ,non-neutral,1020101,5
Phoebe,bye bye ,neutral,3020000,4
Phoebe,all right  it is a good bye kiss  that is good ,non-neutral,1220000,5
Phoebe,that is right  exactly ,neutral,3020000,4
Alice,none the less  umm  you are too young to  to really know what you want ,sadness,1030010,6
Phoebe,none the less ,neutral,3020000,4
Alice,right  not just that  umm  even though we love each other as much as we do  none the less,sadness,30011,6
Phoebe,yeah  but not just that ,neutral,3020000,4
Alice,is that it  is that what it is?,non-neutral,1010021,5
Alice,i i i was being selfish  even though we  we want the same things now  in the future we may not ,sadness,1030010,6
Alice,i know it is hard to hear  but it would have been wrong to go through with it ,neutral,3020000,4
Alice,phoebe s right frank ,neutral,5000000,4
Frank,hi  mrs  knight ,neutral,5000000,4
Alice,hi frank ,neutral,5000000,4
Phoebe,there is someone here who can explain this better than i can ,neutral,4010000,4
Phoebe,look  okay  i know that you think i did like this totally evil thing  but i so didn t ,neutral,3011000,4
Phoebe,hey  frank ,neutral,4001000,4
Ross,if only he were a woman ,neutral,4010000,4
Rachel,god  he is good ,joy,1300010,3
Chandler,well  okay  thanks!,joy,1400000,3
Chandler,well  it is not that big    well  that is true    gee  y know  no one  no one s ever put it like that before ,neutral,3000020,4
Chandler,well  yeah  now ,neutral,5000000,4
Chandler,well  yeah  i have one now and then ,neutral,5000000,4
Chandler,oh  she told you about that  huh ,surprise,1010030,7
Chandler,hey  buddy  what is up!,joy,500000,3
Chandler,he does?,surprise,50,7
Rachel,chandler? it is alan  he wants to speak to you ,neutral,4000010,4
Chandler,the bottom line is  smoking is cool  and you know it ,neutral,3100001,4
Chandler,hey  y know  i have had it with you guys and your cancer and your emphysema and your heart disease ,anger,302,0
Ross,do not you realise what you re you re doing to yourself?,disgust,10004,1
Joey,do you have any respect for your body?,disgust,2000003,1
Steve,so  are you one of the ones who fooled around with my dad?,surprise,131,7
Steve,look  you guys want to meet the group?,neutral,4100000,4
Steve,how are you?,neutral,3000020,4
Ross,ross ,neutral,4000010,4
Steve,oh  yeah  my firm represents the band ,neutral,5000000,4
Monica,uh  wait  backstage?,surprise,1001030,7
Steve,listen  it was nice to see you  i got to run backstage ,non-neutral,2200010,5
Monica,you cannot be a lawyer  you are eight ,surprise,2000030,7
Steve,good  good  i am a lawyer now ,neutral,4100000,4
Monica,oh my god  little stevie fisher? how ve you been?,surprise,100040,7
Monica,do i know you?,surprise,1000040,7
Julie,cannot wait ,neutral,3020000,4
Ross,no  no  they will  i just    uh   ,neutral,3000101,4
Julie,you do not think they will judge and ridicule me?,fear,1003010,2
Ross,no problem  i cannot wait for you to meet my friends ,joy,500000,3
Julie,oh  thanks  sweetie ,joy,2300000,3
Ross,oh  hey  hey  i got that ,neutral,5000000,4
Man,for god s sake  will you let it go? there is no rachel!,anger,401,0
Rachel,excuse me  pardon me  excuse me  excuse me  sorry  hi ,neutral,4001000,4
Phoebe,no i am serious  i mean i am intuitive  but my memory sucks ,neutral,3100010,4
Pete,thanks a lot ,non-neutral,2210000,5
Phoebe,absolutely  oh i promise  tell her what?,neutral,5000000,4
Pete,listen  can you promise me that you will not tell her though?,fear,2003000,2
Phoebe,yeah  no  i am fairly intuitive and psychic  it is a substantial gift ,neutral,5000000,4
Pete,you are good  you are good!,non-neutral,1200020,5
Phoebe,so you told her there was somebody else so she would agree to work with you  so because you figure oh if you spent a lot of time together  maybe something might happen  and   ,neutral,4010000,4
Phoebe,because you are still into monica ,neutral,5000000,4
Pete,why would you say that?,non-neutral,1000220,5
Phoebe,i am just saying  this woman  i mean she is fictitious  no?,surprise,2000030,7
Phoebe,wow! that is exciting  you went to japan  made up a woman ,surprise,1100030,7
Monica,i am quitting!! woo hoo!  i am okay!! i am all right!!,joy,410000,3
Pete,yeah  sure  good luck!,non-neutral,2100110,5
Mischa,he is says   walking with you makes this strange city  feel like home  ,neutral,3200000,4
Phoebe,okay  i understand why,neutral,4000010,4
Ross,come on  come on  we re we re we re lighting the candles!,joy,300020,3
Rachel,wow! it looks like the easter bunny s funeral in here ,surprise,100031,7
Ross,the armadillo was actually not so,neutral,3100001,4
Chandler,my favorite part was when,neutral,3200000,4
Ben,awesome!,joy,400010,3
Ross,that is right  and that is why we celebrate hanukkah today  the end ,joy,2300000,3
Ben,eight whole days ,neutral,3100010,4
Ross,and the miracle was that that little bit of oil that should have just lasted just one day  burned for,neutral,3100001,4
Angela,huh  that is nice ,neutral,3000011,4
Monica,wow  my brother never even told me when he lost his virginity ,surprise,50,7
Angela,you know what else? he is unbelievable in bed ,joy,400010,3
Monica,it is so great to meet a guy who is smart and funny  and has an emotional age beyond  like eight ,joy,500000,3
Angela,yeah  is not he?,joy,1300010,3
Monica,i have got to tell you  bob is terrific ,joy,500000,3
All,yeah  drop it! drop the towel! please drop the  wowww ,joy,300020,3
Monica,oh  george  baby  drop the towel!,joy,1400000,3
Rachel,he is so cute!,joy,400010,3
Phoebe,right  where we have been looking all night!,joy,1300010,3
Monica,where?,neutral,3200000,4
Phoebe,there he is! there he is!,surprise,200030,7
Chandler,and there is daddy!,joy,1400000,3
Helena,hello darlings ,neutral,4100000,4
Ross,you like it?,joy,2300000,3
Phoebe,oh my god ross!!,surprise,1000040,7
Ross,i mean  everyone should have a a,neutral,5000000,4
Ross,yeah  ever since you uh  told me that story about that bike i i could not stop thinking about it ,neutral,4010000,4
Phoebe,sure!,neutral,3100010,4
Ross,mine stole my newspaper! it is like a,non-neutral,1000220,5
Monica,ross! the neighbors ate all my candy!!,joy,300110,3
Joey,hey mon  you might want to make some more lasagna too  because something might have happened to a huge chunk of it ,neutral,4000001,4
Monica,they love my candy? oh man!!! i have got to go make more!!,joy,1300010,3
Phoebe,yeah  and they have been coming by all day  they love it!,joy,1300010,3
Joey,uh well yeah  that was the plan  but by the time i got to it there was only a couple of pieces left!,non-neutral,2000111,5
Monica,did you eat all the neighbor candy?!,non-neutral,1000220,5
Monica,joey!!,non-neutral,221,5
Chandler,well  either that or uh,neutral,5000000,4
Monica,the basket is totally empty! my god  the neighbors ate all the candy!,surprise,1100030,7
Ross,i got to go make a fake ben ,neutral,5000000,4
Monica,all right  sorry ,neutral,3020000,4
Ross,what kind of father do you think i am?,anger,1310,0
Ross,what  do you think i would just use my son as as an excuse?,non-neutral,1001120,5
Ross,of course he is!,non-neutral,2200100,5
Monica,i will not care  because i know you will be feeling it all in here ,neutral,3200000,4
Chandler,no  i mean  come on  seriously think about it  we get married  we are up at the altar and i am like this ,neutral,3101000,4
Chandler,oh that makes me feel so warm in my hollow tin chest ,neutral,3200000,4
Monica,oh that is so sweet! look chandler i do not care if you cannot cry  i love you ,joy,1300010,3
Chandler,maybe one of those stories would make me cry and then you would not think i was y know  all dead inside ,neutral,5000000,4
Chandler,yeah i know  but i figured a shot y know?,neutral,5000000,4
Monica,why are you reading this? you hate this kind of stuff ,surprise,1000031,7
Chandler,there is no back to this couch!,surprise,1000130,7
Monica,hey sweetie!,joy,500000,3
Joey,hey! it is porsche!!,non-neutral,1100120,5
Ross,the judge would not let us get an annulment! now we got to get a divorce!! did a porsch throw up on you?,anger,500,0
Rachel,do not call us that!,anger,500,0
Joey,hi! how are the gellers?,neutral,3200000,4
Ross,that was the only way i could get him to,neutral,4010000,4
Phoebe,a real man would not just run to the hospital!  no! what would  what would krog do?,non-neutral,10112,5
Chandler,okay  listen this really hurts  let us go ,non-neutral,2020100,5
Phoebe,i am pretty sure it is gun ,neutral,5000000,4
Chandler,i think that is gum ,neutral,3000101,4
Phoebe,but no  because a doctor will not be able to help him  it is just going to you know naturally pass through his system in like seven years ,neutral,5000000,4
Monica,he is got something plastic lodged in his throat  we have got to go to the hospital ,non-neutral,2002100,5
Phoebe,but you you cannot leave me with them! we we re a team! we are playing a zone! they are going to triple team me!,non-neutral,1020020,5
Monica,the babies are asleep  i am sure you will be okay on your own for a while!,non-neutral,2000120,5
Phoebe,what?! no  you can t  you cannot leave me here with them! we are baby sitting!,non-neutral,20120,5
Monica,all right  that is it  we are going to the emergency room ,non-neutral,2120,5
Chandler,ahh  i think it just moved  it is really poking me ,non-neutral,2000111,5
Joey,come on! what are you doing?! i am in character! would you talk to her!,non-neutral,100220,5
Monica,joey  you know you do not actually have one ,neutral,3000002,4
Joey,oh  i have been there  yeah  i am going to go drive my porsche ,neutral,3100001,4
Phoebe,yeah  but only a genius would swallow a sonic blaster gun ,non-neutral,2000201,5
Chandler,that is true ,neutral,5000000,4
Joey,of course! only an idiot would wear this stuff if you did not have the car! right?,anger,500,0
Monica,this does not mean anything  does it?,non-neutral,2000120,5
Chandler,well  i told you not to walk  here   there  okay ,anger,2000300,0
Monica,okay! oh god  you know what? it is really bad ,non-neutral,1000220,5
Chandler,i am not getting into this again!,anger,1000301,0
Monica,he took my snack!,anger,1000400,0
Chandler,well you did pull his hair ,neutral,5000000,4
Monica,that kid really kicked me hard on the plane ,anger,2000300,0
Joey,i am back baby! ha ha ha!,joy,300020,3
