speaker,utterance,emotion,annotation,temp
Ross,"Okay.",neutral,5000000,"Test_Set"
Joey,"Push!",joy,1300100,"Test_Set"
Joey,"Push!",joy,1300100,"Test_Set"
Joey,"Let's-  I was just-yeah, right.",joy,1300100,"Test_Set"
Joey,"Let's get that ball and really move, hey, hey, ho, ho.",joy,1300100,"Test_Set"
Joey,"Push 'em out, push 'em out, way out!",joy,1300100,"Test_Set"
Joey,"Push 'em out, push 'em out, harder, harder.",joy,1300100,"Test_Set"
Joey,"Push!",joy,1300010,"Test_Set"
Joey,"Come on, Lydia, you can do it.",neutral,3200000,"Test_Set"
Joey,"All right, congratulations you lucky bastard!",joy,0400010,"Test_Set"
Joey,"Then you hold on to it!!","non-neutral",2100020,"Test_Set"
Ross,"Oh, no! No!","non-neutral",2001011,"Test_Set"
Joey,"I don't know, maybe I can't. I mean, maybe there's something wrong with me.","non-neutral",1021001,"Test_Set"
Joey,"Well, I want it!","non-neutral",2200100,"Test_Set"
Ross,"Don't ask me, I had it and I blew it!",anger,0000302,"Test_Set"
Joey,"Why can't I find that?","non-neutral",0020021,"Test_Set"
Ross,"Yeah, yeah.",neutral,5000000,"Test_Set"
Joey,"Now, wh-what, what is that like?",surprise,1000040,"Test_Set"
Ross,"It didn't.",neutral,5000000,"Test_Set"
Rachel,"Y'know what?",neutral,3000020,"Test_Set"
Rachel,"Oh. That's so Monica can keep track. That way if one on them is missing, she can be like, 'Where's number 27?!'","non-neutral",2100011,"Test_Set"
Monica,"What do you mean?",surprise,2000030,"Test_Set"
Chandler,"See that's where I think that you're wrong. We've been playing these babies man for man; we should really be playing a zone defense.",neutral,3010001,"Test_Set"
Phoebe,"Na-uh, no, we are all responsible for our own babies.",neutral,4000001,"Test_Set"
Chandler,"When you're done over there, we kinda have a situation over here too.",fear,1003001,"Test_Set"
Chandler,"Do you know what Pheebs?",neutral,4000010,"Test_Set"
Chandler,"Oh right, Coach Ruben.",neutral,4000010,"Test_Set"
Chandler,"Little baby girl Chandler, where I have heard that before?",neutral,4000010,"Test_Set"
Monica,"Nope, sound like me. Pheebs, it's going great. Look at Chandler with little baby girl Chandler.",joy,1300010,"Test_Set"
Phoebe,"I'm doing okay. I think it's going well. Do you think they're having fun? Am I talking to fast?",neutral,4000010,"Test_Set"
Monica,"Pheebs, how's it going?",neutral,4100000,"Test_Set"
Phoebe,"To see if know what these guys are talking about.",neutral,5000000,"Test_Set"
Monica,"About what?",neutral,3000020,"Test_Set"
Phoebe,"Oh and I need to talk to you.",neutral,5000000,"Test_Set"
Ross,"Nice to meet you.",neutral,3200000,"Test_Set"
Joey,"Hey Ross, this is one of my co-stars, Dirk.  Dirk, this    is my good friend Ross.",neutral,4100000,"Test_Set"
Rachel,"Okay get your coat!  Oh! When did you unhook this?  Nice work!",joy,0300110,"Test_Set"
Rachel,"No! Come on its late, we're not gonna go down to the office.",anger,1000310,"Test_Set"
Rachel,"Or maybe you would see me looking embarrassed because you are talking on the phone with your crotch!",disgust,0000203,"Test_Set"
Rachel,"Y'know what Tag, if we went down to the office you would see those contracts sitting on your desk.",anger,1000400,"Test_Set"
Rachel,"Yes I did! And I put a little",anger,1000310,"Test_Set"
Rachel,"Those contracts absolutely had to go out today!",anger,1100300,"Test_Set"
Rachel,"This isn't funny!",anger,1000400,"Test_Set"
Rachel,"I'm serious!",anger,0100400,"Test_Set"
Rachel,"Tag!",anger,1100300,"Test_Set"
Rachel,"Y'know, like the thing when you put the phone in your pants?",disgust,1000013,"Test_Set"
Rachel,"Okay please tell me that this is just one of your jokes that you do that I don't get.","non-neutral",1001201,"Test_Set"
Rachel,"No seriously, y'know the contracts I gave you, did you overnight them?","non-neutral",1012010,"Test_Set"
Rachel,"Okay.  Oh wait! Umm, did you send those contracts to Milan?",surprise,2000030,"Test_Set"
Rachel,"You wanna go in the bedroom? It's a little more comfortable.",neutral,3100010,"Test_Set"
Ross,"Look, I don't feel like dancing, I feel like having a drink. Okay?","non-neutral",0020201,"Test_Set"
Ross,"Ah, that's okay, thanks.","non-neutral",2021000,"Test_Set"
Ross,"Yeah! Got it!","non-neutral",1200110,"Test_Set"
Rachel,"Umm, honey, look he just came over to....",neutral,3002000,"Test_Set"
Ross,"Is that Mark?",neutral,3000011,"Test_Set"
Rachel,"Nobody.",neutral,4000100,"Test_Set"
Ross,"Who's that?",surprise,2000030,"Test_Set"
Ross,"Really? I've been thinking, this is crazy, I mean don't, don't you think we can work on this?","non-neutral",1011020,"Test_Set"
Rachel,"Hi! Oh, I'm so glad you called.",joy,1400000,"Test_Set"
Ross,"Hi! It's me.","non-neutral",2200010,"Test_Set"
Rachel,"Hello.",neutral,5000000,"Test_Set"
Rachel,"Oh, thank you that's very helpful, I'm glad you came over.","non-neutral",2200001,"Test_Set"
Rachel,"No.  And then I called him, and he wasn't there.",neutral,4010000,"Test_Set"
Chandler,"Well, I did put a lot of thought in the tape.",neutral,4010000,"Test_Set"
Monica,"I-I am going to",neutral,5000000,"Test_Set"
Monica,"I will!","non-neutral",1200020,"Test_Set"
Monica,"Y'know I'm just gonna-I, I am gonna make this up to you!",joy,1310000,"Test_Set"
Monica,"You went through all this time and effort to make this tape for me!","non-neutral",1210010,"Test_Set"
Monica,"I mean you were just... You're so incredible!","non-neutral",1110020,"Test_Set"
Monica,"It's not!","non-neutral",0010211,"Test_Set"
Monica,"No-no, it's not okay!","non-neutral",1010201,"Test_Set"
Chandler,"Oh, it's okay. I don't",neutral,5000000,"Test_Set"
Monica,"I totally forgot about tonight and the fact that we're supposed to",neutral,3011000,"Test_Set"
Monica,"I'm sorry!",sadness,1031000,"Test_Set"
Monica,"I didn't make it!","non-neutral",1011020,"Test_Set"
Monica,"Okay!",surprise,0010130,"Test_Set"
Monica,"Okay!",surprise,1000130,"Test_Set"
Monica,"They are completely different-Okay!",anger,0001310,"Test_Set"
Monica,"Uh Phoebe, what she makes-that's uh-they're sock rabbits.",neutral,4001000,"Test_Set"
Monica,"No, she doesn't.",neutral,4001000,"Test_Set"
Monica,"No!",surprise,1000130,"Test_Set"
Chandler,"I see. Y'know umm, Phoebe makes sock bunnies.",neutral,5000000,"Test_Set"
Joey,"No! Year! Happy No Year!",joy,1300010,"Test_Set"
Monica,"Ross, I think we should stick to the routine, we don't wanna look stupid!","non-neutral",1001021,"Test_Set"
Ross,"Hey, when the music starts up again, I was thinking of maybe goind into the robot, y'know?",neutral,4100000,"Test_Set"
Monica,"Me too!","non-neutral",1200011,"Test_Set"
Ross,"No!",anger,0002300,"Test_Set"
Phoebe,"Eww! Oh, it's all dirty. You should throw this out.",disgust,0000005,"Test_Set"
Joey,"Yeah.",neutral,4000100,"Test_Set"
Phoebe,"I wanna see what's in your hand. I wanna see the trash.",disgust,2000003,"Test_Set"
Monica,"Why do you want to see my hand?",neutral,3000020,"Test_Set"
Phoebe,"Ohh, let me see it! Let me see your hand!",surprise,0200030,"Test_Set"
Joey,"Oh my God, you're back!",surprise,0000050,"Test_Set"
Monica,"People have got to finish their stories!","non-neutral",2000210,"Test_Set"
Phoebe,"Oh my God! I know who the father is",surprise,0000050,"Test_Set"
Joey,"The guy left this.",neutral,4000001,"Test_Set"
Phoebe,"Was that story over?",neutral,3001010,"Test_Set"
Joey,"About a month ago this guy spent the night with Rachel, I didn't see who it was but",disgust,2000003,"Test_Set"
Phoebe,"Who? Who is it?",surprise,0001130,"Test_Set"
Joey,"Yeah.",neutral,5000000,"Test_Set"
Monica,"There's a dude?",surprise,1000040,"Test_Set"
Joey,"Ohh... I wonder if that dude.",neutral,4000010,"Test_Set"
Phoebe,"We don't know.",neutral,3001001,"Test_Set"
Joey,"Now I can't believe it! What? Rachel's pregnant?  Who's the father?",surprise,0000050,"Test_Set"
Phoebe,"It's Joey!",surprise,0100040,"Test_Set"
Monica,"Phoebe I think he would notice if you didn't have a baby in nine months!","non-neutral",2000111,"Test_Set"
Phoebe,"Hey!","non-neutral",0100220,"Test_Set"
Joey,"Oh my God.",surprise,0000050,"Test_Set"
Monica,"She's not pregnant. It's Rachel. Rachel's the one who's pregnant.",neutral,4000001,"Test_Set"
Phoebe,"I can and I will!","non-neutral",2200100,"Test_Set"
Joey,"Why?! Why can't she marry me?!",surprise,0000140,"Test_Set"
Monica,"Phoebe!",surprise,0100040,"Test_Set"
Phoebe,"Hey lady, your day's over! It's my turn!","non-neutral",1100201,"Test_Set"
Monica,"You can't marry him!",anger,0000311,"Test_Set"
Phoebe,"Hell yeah! I'll marry you!",joy,0500000,"Test_Set"
Monica,"Oh my God! Joey!",surprise,0000050,"Test_Set"
Chandler,"Marry me.",neutral,3100010,"Test_Set"
Ross,"We know you took so just-just save yourself the time and confess!",anger,0000500,"Test_Set"
Joey,"There was a ring, in a box, on my nightstand, after you left, it was gone!","non-neutral",0012110,"Test_Set"
Chandler,"Way to be cool, man.",neutral,5000000,"Test_Set"
Ross,"Where's my ring? My dead grandmother's wedding ring? Where is it? Where is it?",fear,0004010,"Test_Set"
Chandler,"You be cool.",neutral,5000000,"Test_Set"
Ross,"Diverse.",neutral,5000000,"Test_Set"
Joey,"You be Mr. Gonzalez, and I'll be uh, Mr. Wong.",neutral,5000000,"Test_Set"
Joey,"Uh, okay, and then you buzz Ross and I.",neutral,5000000,"Test_Set"
Joey,"And-and when she comes in hopefully, she won't recognise you because, well, why would she?",neutral,4000001,"Test_Set"
Joey,"All right, okay, this is great, uh, Chandler, you get behind the desk.",neutral,3200000,"Test_Set"
Phoebe,"Okay then.",neutral,4000100,"Test_Set"
Phoebe,"Are you just repeating what",neutral,3000200,"Test_Set"
Phoebe,Would,neutral,4000010,"Test_Set"
Phoebe,"I think that uh, yours is a question with many answers.",neutral,5000000,"Test_Set"
Phoebe,"Well how would you know?! You didn't even read it!",anger,0000500,"Test_Set"
Rachel,"Well, honey that was pretty obvious.","non-neutral",2000201,"Test_Set"
Phoebe,"You completely stole my answer!",anger,0000401,"Test_Set"
Rachel,"Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which",joy,1300010,"Test_Set"
Rachel,"Umm, well I would have to say that it's a, it's tragic love story.",neutral,3011000,"Test_Set"
Phoebe,Which,neutral,4000100,"Test_Set"
Phoebe,"Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.","non-neutral",2011001,"Test_Set"
Phoebe,"What?!","non-neutral",1000220,"Test_Set"
Rachel,"Okay, so just spoke to the nurse and the reason that your doctor is late is because uh, she's not coming.",neutral,3020000,"Test_Set"
Rachel,"Hi, Pheebs?",neutral,5000000,"Test_Set"
Joey,"Two people screwing in there  if you want to check that out.",neutral,4000010,"Test_Set"
Joey,"Oh, by the  way.",neutral,5000000,"Test_Set"
Joey,"I am a gentle person.",neutral,4010000,"Test_Set"
Joey,"I can do that.",neutral,4010000,"Test_Set"
Joey,"I-I'll go tell her now before Ross  finds out and I'll be gentle.",neutral,3020000,"Test_Set"
Joey,"You're right.",neutral,3020000,"Test_Set"
Joey,"You're right.",neutral,3020000,"Test_Set"
Chandler,"Okay, look, just do it gently.",neutral,4010000,"Test_Set"
Joey,"Look, it's not that easy. She said she wanted to marry me. I  don't want to hurt her.",sadness,1040000,"Test_Set"
Chandler,"Go and tell Rachel right now before Ross finds out.","non-neutral",1100201,"Test_Set"
Joey,"I didn't look at it. Stupid baby's head was blocking most of  it.","non-neutral",2010110,"Test_Set"
Chandler,"Joey, you have to tell her what's going on! And what did it  look like?!",surprise,0100040,"Test_Set"
Joey,"No! She had the ring on, she seemed so excited, and then she  took her breast out.","non-neutral",1120010,"Test_Set"
Chandler,"You still haven't told Rachel you weren't really  proposing?",surprise,1000040,"Test_Set"
Monica,"I can't believe we're living here!","non-neutral",0100121,"Test_Set"
Rachel,"I don't know! But maybe if we keep that drawer shut, it'll die.",disgust,0002003,"Test_Set"
Monica,"What is it?!",surprise,0002030,"Test_Set"
Rachel,"Oh, I think I saw some in here.",neutral,4000010,"Test_Set"
Monica,"I can't find garbage bags!",anger,0000410,"Test_Set"
Ross,"Your joke? Well, I think 'the Hef' would disagree, which is why he sent me a check for one hundred ah-dollars.",neutral,3000110,"Test_Set"
Chandler,"You are not allowed to laugh at my joke.","non-neutral",2000210,"Test_Set"
Chandler,"And monkeys can't write out prescriptions.",neutral,5000000,"Test_Set"
Ross,"What, you didn't get it? The doctor is a monkey.",neutral,3000020,"Test_Set"
Joey,"Oh, you guys, with this joke. I gotta say, I know I cracked up, but I'm not even sure I got it.",neutral,3200000,"Test_Set"
Chandler,"So, you heard it, you repeated it, so that must mean you wrote it.","non-neutral",2000012,"Test_Set"
Ross,"You know, Barracuda was the first song I learned to play on the keyboard.",neutral,5000000,"Test_Set"
Chandler,"Yeah.",neutral,5000000,"Test_Set"
Joey,"You forget how many great songs Heart had.",neutral,5000000,"Test_Set"
Monica,"Oh good God, Ross! How the hell do you do it?",surprise,0000050,"Test_Set"
Ross,"I think she was.",neutral,4100000,"Test_Set"
Ross,"And you know what?",neutral,4000010,"Test_Set"
Ross,"Ohh, yeah she really would've wanted to be there.","non-neutral",2210000,"Test_Set"
Ross,"And what you said about Nana.",neutral,4100000,"Test_Set"
Ross,"And that picture of Chi-Chi with her mischievous grin.",neutral,3200000,"Test_Set"
Ross,"All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and Dad!",joy,1300010,"Test_Set"
Ross,"Hey!","non-neutral",1100120,"Test_Set"
Monica,"Oh, come on.",disgust,0000203,"Test_Set"
Ross,"Y'know I don't understand why they didn't cry. It was a beautiful speech.","non-neutral",0201020,"Test_Set"
Monica,"Ah,",neutral,4000010,"Test_Set"
Monica,"Ah,",neutral,4000010,"Test_Set"
Monica,"Ooh! I'm sorry! I think, I THINK, that may have missed the table!","non-neutral",0012020,"Test_Set"
Ross,"Ahhhh!!",surprise,0200030,"Test_Set"
Ross,"Yes, you can, very much.",joy,2300000,"Test_Set"
Rachel,"So what do you say? Can I be your girlfriend again?",neutral,4001000,"Test_Set"
Ross,"Yeah, oh hey, you are right on time.",neutral,4100000,"Test_Set"
Rachel,"Hi. Ohhh, you got my message.",neutral,4000010,"Test_Set"
Ross,"Oh, thank you.  Hey, hey.  Rachel!!!!",joy,0500000,"Test_Set"
Ross,"Yeah!",joy,0500000,"Test_Set"
Ross,"!",surprise,0200030,"Test_Set"
Ross,"Oh, I found it!",joy,0300020,"Test_Set"
Ross,"Well it turns out she ah, she wants to get back together with me.",neutral,3002000,"Test_Set"
Ross,"Yeah, y'know the ah, the girlfriend I told you about last night?",neutral,4001000,"Test_Set"
Chandler,"Okay, I gotta ask, who calls us that?!","non-neutral",2000120,"Test_Set"
Joey,"!","non-neutral",1020200,"Test_Set"
Joey,"No more J-man and Channie's!",sadness,0030200,"Test_Set"
Joey,"It's like the end of an era!",sadness,1030100,"Test_Set"
Joey,"Come on!","non-neutral",1010111,"Test_Set"
Joey,"I did not cry my eyes out!!",anger,0000410,"Test_Set"
Joey,"Hey!","non-neutral",1000220,"Test_Set"
Monica,"I mean we-we told Joey, he cried his eyes out!","non-neutral",2010101,"Test_Set"
Monica,"Don't I deserve a few tears?!!","non-neutral",0020201,"Test_Set"
Monica,"I mean do we not have as much fun?!","non-neutral",0021110,"Test_Set"
Monica,"Are-are-are Rachel and I not as close as you guys?!","non-neutral",0021020,"Test_Set"
Monica,"I mean what?","non-neutral",2000111,"Test_Set"
Monica,"Is that too much to ask after six years?!",anger,0000401,"Test_Set"
Monica,"I mean, all I'm asking for is just a little emotion!","non-neutral",1000211,"Test_Set"
Chandler,"And you're upset because you didn't make your best friend cry?","non-neutral",1000121,"Test_Set"
Rachel,"No. I...",neutral,3002000,"Test_Set"
Rachel,"Well...",neutral,4001000,"Test_Set"
Rachel,"Okay, okay. Umm, well ah, maybe he, maybe he feels awkward because you are my boss.",neutral,4001000,"Test_Set"
Rachel,"No. Sorry.",sadness,2030000,"Test_Set"
Joey,"There you go sweetie...     This isn't over.",neutral,3200000,"Test_Set"
Rachel,"Oh, oh thanks. Alright well, now that I'm up I'm going to go    to the bathroom.",neutral,5000000,"Test_Set"
Joey,"Well, I heard Emma stirring, so I came to make sure she could    reach Hugsy.",neutral,4001000,"Test_Set"
Rachel,"What are you doing?",neutral,3100010,"Test_Set"
Joey,"It's okay, it's okay Rach, it's me. Put down the scrunchy.",neutral,4001000,"Test_Set"
Rachel,": Step away from the crib,    I have a weapon!",anger,1001300,"Test_Set"
Joey,"It's    okay, Emma, you stay asleep.",neutral,5000000,"Test_Set"
Joey,"Look at you, all sweet and innocent, sleeping like an angel...    with Emma's chubby little hands wrapped around ya.",neutral,3200000,"Test_Set"
Chandler,"Oh no-no-no, Monica would freak.  But to hell with that bitch.",anger,0000500,"Test_Set"
Chandler,"Y'know what would really help me through this tough time is choking something. Can I choke ya?",anger,0000401,"Test_Set"
Chandler,"Because uh...we-we...we split up. Monica and I split up. Hold me.",sadness,0050000,"Test_Set"
Chandler,"Well now-now you're just talking crazy.","non-neutral",1000112,"Test_Set"
Chandler,"It's the semi-finals...of her...botchy ball tournament.",neutral,5000000,"Test_Set"
Chandler,"Oh uh well tomorrow's no good for her either.",neutral,4010000,"Test_Set"
Chandler,"Oh uh, as it turns out, we can't do it. Monica has to work.","non-neutral",2020010,"Test_Set"
Rachel,"No. A break from us.","non-neutral",2010200,"Test_Set"
Ross,"Let's ah, let's take a break,  let's cool off, okay, let's get some frozen yoghurt, or something..",neutral,5000000,"Test_Set"
Ross,"Fine, you're right.",neutral,3101000,"Test_Set"
Rachel,"Oh my God. I cannot keep having this same fight with you Ross! Look, urrgh, maybe we should take a break.","non-neutral",1010210,"Test_Set"
Ross,"Okay, it's not, it's not.",neutral,3002000,"Test_Set"
Rachel,"Oh my God.",surprise,1000040,"Test_Set"
Ross,"Is this about Mark?",neutral,3000101,"Test_Set"
Rachel,"You want me to just quit my job so that you can feel like you've got a girlfriend?","non-neutral",2000120,"Test_Set"
Ross,"I mean, I don't feel like I even have a girlfriend anymore.","non-neutral",2020100,"Test_Set"
Ross,"Uh sure, sure.",neutral,3001010,"Test_Set"
Ross,"Okay.","non-neutral",2101010,"Test_Set"
Ross,"Together? Like-like to people?",surprise,2000030,"Test_Set"
Ross,"Wow, it looks like a, like a holiday card y'know, with the tree in the middle and the skaters and the snow.",joy,1400000,"Test_Set"
Ross,"That is a good one!",joy,0500000,"Test_Set"
Ross,"Wow!",joy,0300020,"Test_Set"
Phoebe,"Y'know she has a face Ross!",anger,0100400,"Test_Set"
Joey,"I'm missin' picture time?!","non-neutral",2010020,"Test_Set"
Ross,"Hey where-where are the pictures that creepy pretzel vendor took of us together?",neutral,3000002,"Test_Set"
Joey,"Oh uh, ordinarily I would love too, but I am just swamped right now.",neutral,3020000,"Test_Set"
Ross,"Oh great! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?",joy,1400000,"Test_Set"
Ross,"Hi!",joy,0500000,"Test_Set"
Chandler,"Yeah, Joe, I assure you if I'm staring down the barrel of a gun, I'm pretty much peeing every which way.",fear,1103000,"Test_Set"
Joey,"Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the wind!",joy,1400000,"Test_Set"
Chandler,"You think?",neutral,4000010,"Test_Set"
Rachel,"Amazingly, that makes sense.","non-neutral",2200010,"Test_Set"
Joey,"In this case, you have a fear of commitment, so I say you go in there and be the most committed guy there ever was.",neutral,4100000,"Test_Set"
Joey,"Right.",neutral,5000000,"Test_Set"
Joey,"If you're afraid of bugs.....get a bug.",neutral,5000000,"Test_Set"
Joey,"It have a fear of heights, you go to the top of the building!",fear,0103010,"Test_Set"
Joey,"But, it seems to me it's pretty much like anything else, you know, face your fear.",neutral,5000000,"Test_Set"
Joey,"Well, I've never been through the tunnel myself, 'cause as I understand it, you're not allowed to go through with more than one girl in the car, right.",neutral,5000000,"Test_Set"
Chandler,"Do we have any... Do we have any thoughts here?",neutral,5000000,"Test_Set"
Ross,"Where there is no fear of commitment.",neutral,4010000,"Test_Set"
Phoebe,"Oh right, yeah okay, my Mom could, and I can't. We don't have that....",neutral,4010000,"Test_Set"
Phoebe,"Yeah, yeah. You can do it to.",surprise,1100030,"Test_Set"
Phoebe,"Because I can, and my Mom couldn't, and I thought y'know, I figured that was something I got from our Dad.",neutral,5000000,"Test_Set"
Phoebe,"Um, can you roll your tongue?",neutral,5000000,"Test_Set"
Phoebe,"Yeah I know what I wanted to ask you.",neutral,5000000,"Test_Set"
Phoebe,"Oh, ew!",disgust,0100004,"Test_Set"
Chandler,"You can't leave! I have your shoe!","non-neutral",0020120,"Test_Set"
Chandler,"I don't care!  I don't care!!",anger,1000400,"Test_Set"
Chandler,"No. No! No! No!","non-neutral",0021101,"Test_Set"
Chandler,"Ohhh. Don't go.",sadness,0031010,"Test_Set"
Joey,"Oh yeah!",joy,0500000,"Test_Set"
Chandler,"One more game?",neutral,4010000,"Test_Set"
Monica,"I'm going,  and I'm gone.",neutral,5000000,"Test_Set"
Monica,"All right, ok, I gotta go.",neutral,5000000,"Test_Set"
Monica,"Come on, wussies!",anger,0000302,"Test_Set"
Monica,"Come on, I'll only use my left hand, huh?",anger,1100300,"Test_Set"
Monica,"You guys are always hanging out in my apartment!",anger,0000401,"Test_Set"
Chandler,"Yeah, get out!",anger,0100301,"Test_Set"
Joey,"Uh, it's 2:30 in the morning!","non-neutral",1000121,"Test_Set"
Monica,"Where are you guys going? Come on, one more game!",surprise,0100130,"Test_Set"
Chandler,"Shut-out!!",surprise,0100130,"Test_Set"
Monica,Yes,neutral,5000000,"Test_Set"
Ross,"Oh no, yeah no, that part's great!",joy,0500000,"Test_Set"
Rachel,"Yeah, I feel kinda bad for them, but I'm also really psyched 'cause I don't have to move in here!",joy,0500000,"Test_Set"
Ross,"What?! Over a stupid room!",surprise,0000041,"Test_Set"
Rachel,"No-no, they just had a big blowout over what to do with my room.",neutral,3010010,"Test_Set"
Ross,"What do you mean, they're not moving in? They-they're still moving in right?",surprise,0000050,"Test_Set"
Rachel,"Oh thanks, but listen, I was just at Monica's and she and Chandler had a big fight and they're not moving in.",sadness,2030000,"Test_Set"
Ross,"Hey! Oh listen, I was just clearing some space for your stuff.",joy,2300000,"Test_Set"
Chandler,"You mean scared.",neutral,3000011,"Test_Set"
Chandler,"Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living together!",surprise,0000041,"Test_Set"
Chandler,"Man to uh, me.",neutral,4001000,"Test_Set"
Chandler,"Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a talk.",neutral,4001000,"Test_Set"
Chandler,"It is a crime that you and I don't spend more time together.",neutral,4010000,"Test_Set"
Chandler,"Gary, I'm here to report a crime.",neutral,4010000,"Test_Set"
Chandler,"Hey ladies! What are you in here for?","non-neutral",2200010,"Test_Set"
Ross,"So it's really a question of",neutral,4000100,"Test_Set"
Monica,"Stuart!",anger,0100310,"Test_Set"
Monica,"What could I have possibly done?!","non-neutral",0010220,"Test_Set"
Monica,"What-Why wouldn't you want me at your wedding?","non-neutral",0020210,"Test_Set"
Monica,"Why?!",surprise,0000230,"Test_Set"
Monica,"You invite my brother, you invite my whole family, and not me?!",anger,0010400,"Test_Set"
Ross,"Hi Frannie, congratulations.",neutral,3200000,"Test_Set"
Monica,"Am I doing here? Why? Surprised to see me? Ross brought me. How do you like that?!",anger,0100310,"Test_Set"
Ross,"That bitch!",anger,0000500,"Test_Set"
Monica,"Frannie was the one who found your",neutral,3000011,"Test_Set"
Ross,"Now wait a minute, you be nice! All right? I didn't bring you here so you can ambush her.",anger,0000500,"Test_Set"
Monica,"Here's Frannie. Hmm, won't she be happy to see me?","non-neutral",1111100,"Test_Set"
Ross,"Yes, yes it is. It's uh...  Every time on the lips! Why?! Why on lips?!","non-neutral",0010211,"Test_Set"
Chandler,"A hundred and forty-five pounds.",disgust,1000004,"Test_Set"
Monica,"Well, you broke up with Julie Grath! How much weight could she have gained?",anger,1010300,"Test_Set"
Chandler,"What?!",surprise,1000130,"Test_Set"
Monica,"Are you gonna break up with me if I get fat again?",fear,0004001,"Test_Set"
Chandler,"What?",neutral,4000010,"Test_Set"
Monica,"All right, I...I have to ask.","non-neutral",2002100,"Test_Set"
Chandler,"I would really love it if I could do both.",neutral,3110000,"Test_Set"
Monica,"Why don't you just stop doing stupid things? Then you wouldn't have to apologize.",neutral,3000002,"Test_Set"
Chandler,"As bad as that went, I actually enjoyed myself. I think that I'm going to apologize for all of the stupid things I do.","non-neutral",1100021,"Test_Set"
Chandler,"All right.",neutral,5000000,"Test_Set"
Chandler,"Well, listen I ah, still have one more person to ah meet, but unless it turns out to be your sister, I think you're chances are pretty good.",neutral,3200000,"Test_Set"
Chandler,"Yes, that is cool. Because I have models here y'know......never.",neutral,3100010,"Test_Set"
Chandler,"Soo, ah, Eric, what kind of photography do ya do?",neutral,4100000,"Test_Set"
Ross,"And plus, it'll give me something to do.",neutral,3200000,"Test_Set"
Ross,"Yeah, I'll make up a schedule and make sure you stick to it.",neutral,4100000,"Test_Set"
Ross,"I'll help you.",neutral,4100000,"Test_Set"
Joey,"I can't do it.",sadness,1031000,"Test_Set"
Joey,"Y'know I mean I-I-I'm an actor, I don't have the discipline that takes, y'know?",sadness,1031000,"Test_Set"
Joey,"I can't write!","non-neutral",1101002,"Test_Set"
Ross,"Or that.",neutral,4000010,"Test_Set"
Joey,"Wait a second, I could star in it!",joy,0300020,"Test_Set"
Joey,"Come on Ross be realistic, y'know? If I did write something, what are the chances I could get those guys to star in it?",sadness,2030000,"Test_Set"
Ross,"I mean, what about those",neutral,5000000,"Test_Set"
Ross,"Huh?",neutral,5000000,"Test_Set"
Ross,"Write a movie!",joy,2300000,"Test_Set"
Ross,"Y'know, like-like write a play.",neutral,5000000,"Test_Set"
Ross,"You should make something happen for yourself.",neutral,4100000,"Test_Set"
Ross,"Hey, y'know what you should do?",neutral,5000000,"Test_Set"
Ross,"I'm sorry, man.",sadness,2030000,"Test_Set"
Joey,"That part was perfect for me! I can't believe I didn't get it!","non-neutral",0010211,"Test_Set"
Ross,"Okay. So well I'll umm,  I'll have her home by midnight.",neutral,4001000,"Test_Set"
Rachel,"Yeah I know, and I bet you thought it would be weird. But it's not!","non-neutral",1101020,"Test_Set"
Ross,"Rachel! Well, you-you're not at home, you're-you're-you're right here.",surprise,1010030,"Test_Set"
Rachel,"Rachel.",neutral,5000000,"Test_Set"
Ross,"Hi .",neutral,4100000,"Test_Set"
Ross,"Hi Jill!",joy,1400000,"Test_Set"
Rachel,"Yeah well, I'm-I'm a slut.","non-neutral",0020102,"Test_Set"
Monica,"What?!",surprise,0000050,"Test_Set"
Chandler,"No-no-no-no-no-no-no-no!!! You can't come in here! R-r-r-r-Ross is naked.",surprise,0000050,"Test_Set"
Ross,"Who cares? I repel women.",disgust,0010103,"Test_Set"
Chandler,"Okay, is this lamp in the same place?",neutral,5000000,"Test_Set"
Joey,"I think she's trying to pull a fast one on Big Daddy!",anger,1000400,"Test_Set"
Joey,"She goes and makes a date with a guy on the same night she has plans with me?",anger,0000311,"Test_Set"
Joey,"After she gave me that big speech?!",surprise,1000130,"Test_Set"
Chandler,"That's what Monica said.",neutral,5000000,"Test_Set"
Joey,"What?! Tonight?!",surprise,1000040,"Test_Set"
Chandler,"Oh really? Uh, Monica said she had a date at 9:00.",surprise,1000031,"Test_Set"
Joey,"Oh!  Sorry. Uh, I've got those plans with Phoebe, why?",neutral,5000000,"Test_Set"
Chandler,"Dude! Dude!",surprise,1000031,"Test_Set"
Joey,"Huh? Uh",neutral,4000010,"Test_Set"
Chandler,"What are you doing tonight?",neutral,5000000,"Test_Set"
Rachel,"Oh it's umm, it's tofu cake. Do you want some?",neutral,4100000,"Test_Set"
Joey,"What do you got there?",neutral,5000000,"Test_Set"
